sigma_0.1_tau,sigma_0.1_strain,sigma_0.1_strain_rate,sigma_0.2_tau,sigma_0.2_strain,sigma_0.2_strain_rate
2.70500000e+01,3.49003139e+44,1.68234167e+45,2.70500000e+01,1.26800584e+52,6.11232057e+52
2.70600000e+01,3.66678587e+44,1.76754475e+45,2.70600000e+01,1.33222466e+52,6.42188226e+52
2.70700000e+01,3.85249216e+44,1.85706299e+45,2.70700000e+01,1.39969588e+52,6.74712187e+52
2.70800000e+01,4.04760366e+44,1.95111492e+45,2.70800000e+01,1.47058421e+52,7.08883340e+52
2.70900000e+01,4.25259667e+44,2.04993016e+45,2.70900000e+01,1.54506272e+52,7.44785110e+52
2.71000000e+01,4.46797167e+44,2.15374995e+45,2.71000000e+01,1.62331324e+52,7.82505144e+52
2.71100000e+01,4.69425444e+44,2.26282775e+45,2.71100000e+01,1.70552679e+52,8.22135528e+52
2.71200000e+01,4.93199743e+44,2.37742985e+45,2.71200000e+01,1.79190409e+52,8.63773014e+52
2.71300000e+01,5.18178103e+44,2.49783604e+45,2.71300000e+01,1.88265602e+52,9.07519253e+52
2.71400000e+01,5.44421506e+44,2.62434026e+45,2.71400000e+01,1.97800412e+52,9.53481043e+52
2.71500000e+01,5.71994019e+44,2.75725135e+45,2.71500000e+01,2.07818118e+52,1.00177059e+53
2.71600000e+01,6.00962957e+44,2.89689380e+45,2.71600000e+01,2.18343176e+52,1.05250579e+53
2.71700000e+01,6.31399042e+44,3.04360851e+45,2.71700000e+01,2.29401281e+52,1.10581050e+53
2.71800000e+01,6.63376579e+44,3.19775366e+45,2.71800000e+01,2.41019430e+52,1.16181485e+53
2.71900000e+01,6.96973635e+44,3.35970558e+45,2.71900000e+01,2.53225985e+52,1.22065558e+53
2.72000000e+01,7.32272231e+44,3.52985963e+45,2.72000000e+01,2.66050749e+52,1.28247632e+53
2.72100000e+01,7.69358543e+44,3.70863123e+45,2.72100000e+01,2.79525029e+52,1.34742801e+53
2.72200000e+01,8.08323111e+44,3.89645681e+45,2.72200000e+01,2.93681721e+52,1.41566921e+53
2.72300000e+01,8.49261060e+44,4.09379491e+45,2.72300000e+01,3.08555386e+52,1.48736652e+53
2.72400000e+01,8.92272333e+44,4.30112731e+45,2.72400000e+01,3.24182336e+52,1.56269498e+53
2.72500000e+01,9.37461935e+44,4.51896016e+45,2.72500000e+01,3.40600721e+52,1.64183849e+53
2.72600000e+01,9.84940188e+44,4.74782528e+45,2.72600000e+01,3.57850624e+52,1.72499027e+53
2.72700000e+01,1.03482300e+45,4.98828139e+45,2.72700000e+01,3.75974157e+52,1.81235330e+53
2.72800000e+01,1.08723216e+45,5.24091552e+45,2.72800000e+01,3.95015565e+52,1.90414089e+53
2.72900000e+01,1.14229560e+45,5.50634444e+45,2.72900000e+01,4.15021337e+52,2.00057711e+53
2.73000000e+01,1.20014776e+45,5.78521615e+45,2.73000000e+01,4.36040310e+52,2.10189739e+53
2.73100000e+01,1.26092988e+45,6.07821147e+45,2.73100000e+01,4.58123801e+52,2.20834909e+53
2.73200000e+01,1.32479033e+45,6.38604569e+45,2.73200000e+01,4.81325722e+52,2.32019209e+53
2.73300000e+01,1.39188504e+45,6.70947033e+45,2.73300000e+01,5.05702717e+52,2.43769944e+53
2.73400000e+01,1.46237779e+45,7.04927498e+45,2.73400000e+01,5.31314297e+52,2.56115801e+53
2.73500000e+01,1.53644068e+45,7.40628922e+45,2.73500000e+01,5.58222989e+52,2.69086920e+53
2.73600000e+01,1.61425453e+45,7.78138464e+45,2.73600000e+01,5.86494485e+52,2.82714969e+53
2.73700000e+01,1.69600930e+45,8.17547695e+45,2.73700000e+01,6.16197807e+52,2.97033217e+53
2.73800000e+01,1.78190458e+45,8.58952828e+45,2.73800000e+01,6.47405469e+52,3.12076620e+53
2.73900000e+01,1.87215007e+45,9.02454946e+45,2.73900000e+01,6.80193660e+52,3.27881905e+53
2.74000000e+01,1.96696610e+45,9.48160252e+45,2.74000000e+01,7.14642425e+52,3.44487657e+53
2.74100000e+01,2.06658413e+45,9.96180326e+45,2.74100000e+01,7.50835867e+52,3.61934415e+53
2.74200000e+01,2.17124737e+45,1.04663240e+46,2.74200000e+01,7.88862344e+52,3.80264774e+53
2.74300000e+01,2.28121134e+45,1.09963965e+46,2.74300000e+01,8.28814693e+52,3.99523483e+53
2.74400000e+01,2.39674448e+45,1.15533148e+46,2.74400000e+01,8.70790449e+52,4.19757560e+53
2.74500000e+01,2.51812887e+45,1.21384385e+46,2.74500000e+01,9.14892089e+52,4.41016403e+53
2.74600000e+01,2.64566083e+45,1.27531961e+46,2.74600000e+01,9.61227280e+52,4.63351911e+53
2.74700000e+01,2.77965171e+45,1.33990884e+46,2.74700000e+01,1.00990914e+53,4.86818612e+53
2.74800000e+01,2.92042864e+45,1.40776923e+46,2.74800000e+01,1.06105652e+53,5.11473796e+53
2.74900000e+01,3.06833528e+45,1.47906644e+46,2.74900000e+01,1.11479429e+53,5.37377656e+53
2.75000000e+01,3.22373274e+45,1.55397454e+46,2.75000000e+01,1.17125363e+53,5.64593430e+53
2.75100000e+01,3.38700038e+45,1.63267640e+46,2.75100000e+01,1.23057239e+53,5.93187561e+53
2.75200000e+01,3.55853679e+45,1.71536416e+46,2.75200000e+01,1.29289537e+53,6.23229857e+53
2.75300000e+01,3.73876076e+45,1.80223968e+46,2.75300000e+01,1.35837474e+53,6.54793661e+53
2.75400000e+01,3.92811226e+45,1.89351505e+46,2.75400000e+01,1.42717034e+53,6.87956030e+53
2.75500000e+01,4.12705358e+45,1.98941312e+46,2.75500000e+01,1.49945013e+53,7.22797925e+53
2.75600000e+01,4.33607038e+45,2.09016799e+46,2.75600000e+01,1.57539057e+53,7.59404406e+53
2.75700000e+01,4.55567294e+45,2.19602565e+46,2.75700000e+01,1.65517706e+53,7.97864842e+53
2.75800000e+01,4.78639739e+45,2.30724452e+46,2.75800000e+01,1.73900437e+53,8.38273127e+53
2.75900000e+01,5.02880701e+45,2.42409613e+46,2.75900000e+01,1.82707716e+53,8.80727910e+53
2.76000000e+01,5.28349358e+45,2.54686576e+46,2.76000000e+01,1.91961045e+53,9.25332838e+53
2.76100000e+01,5.55107889e+45,2.67585311e+46,2.76100000e+01,2.01683013e+53,9.72196807e+53
2.76200000e+01,5.83221620e+45,2.81137310e+46,2.76200000e+01,2.11897355e+53,1.02143423e+54
2.76300000e+01,6.12759186e+45,2.95375657e+46,2.76300000e+01,2.22629008e+53,1.07316530e+54
2.76400000e+01,6.43792697e+45,3.10335113e+46,2.76400000e+01,2.33904171e+53,1.12751632e+54
2.76500000e+01,6.76397917e+45,3.26052198e+46,2.76500000e+01,2.45750371e+53,1.18461998e+54
2.76600000e+01,7.10654445e+45,3.42565283e+46,2.76600000e+01,2.58196528e+53,1.24461568e+54
2.76700000e+01,7.46645914e+45,3.59914682e+46,2.76700000e+01,2.71273027e+53,1.30764989e+54
2.76800000e+01,7.84460189e+45,3.78142750e+46,2.76800000e+01,2.85011792e+53,1.37387651e+54
2.76900000e+01,8.24189587e+45,3.97293989e+46,2.76900000e+01,2.99446364e+53,1.44345721e+54
2.77000000e+01,8.65931103e+45,4.17415152e+46,2.77000000e+01,3.14611982e+53,1.51656186e+54
2.77100000e+01,9.09786639e+45,4.38555361e+46,2.77100000e+01,3.30545672e+53,1.59336893e+54
2.77200000e+01,9.55863262e+45,4.60766228e+46,2.77200000e+01,3.47286331e+53,1.67406594e+54
2.77300000e+01,1.00427346e+46,4.84101976e+46,2.77300000e+01,3.64874830e+53,1.75884989e+54
2.77400000e+01,1.05513542e+46,5.08619576e+46,2.77400000e+01,3.83354108e+53,1.84792777e+54
2.77500000e+01,1.10857330e+46,5.34378882e+46,2.77500000e+01,4.02769278e+53,1.94151704e+54
2.77600000e+01,1.16471758e+46,5.61442781e+46,2.77600000e+01,4.23167740e+53,2.03984619e+54
2.77700000e+01,1.22370532e+46,5.89877346e+46,2.77700000e+01,4.44599293e+53,2.14315528e+54
2.77800000e+01,1.28568052e+46,6.19751994e+46,2.77800000e+01,4.67116258e+53,2.25169650e+54
2.77900000e+01,1.35079448e+46,6.51139660e+46,2.77900000e+01,4.90773606e+53,2.36573486e+54
2.78000000e+01,1.41920618e+46,6.84116971e+46,2.78000000e+01,5.15629094e+53,2.48554874e+54
2.78100000e+01,1.49108262e+46,7.18764435e+46,2.78100000e+01,5.41743400e+53,2.61143067e+54
2.78200000e+01,1.56659929e+46,7.55166637e+46,2.78200000e+01,5.69180280e+53,2.74368795e+54
2.78300000e+01,1.64594053e+46,7.93412449e+46,2.78300000e+01,5.98006714e+53,2.88264346e+54
2.78400000e+01,1.72930006e+46,8.33595240e+46,2.78400000e+01,6.28293079e+53,3.02863646e+54
2.78500000e+01,1.81688137e+46,8.75813109e+46,2.78500000e+01,6.60113313e+53,3.18202335e+54
2.78600000e+01,1.90889828e+46,9.20169125e+46,2.78600000e+01,6.93545098e+53,3.34317859e+54
2.78700000e+01,2.00557544e+46,9.66771574e+46,2.78700000e+01,7.28670055e+53,3.51249563e+54
2.78800000e+01,2.10714886e+46,1.01573423e+47,2.78800000e+01,7.65573933e+53,3.69038782e+54
2.78900000e+01,2.21386652e+46,1.06717662e+47,2.78900000e+01,8.04346827e+53,3.87728945e+54
2.79000000e+01,2.32598896e+46,1.12122434e+47,2.79000000e+01,8.45083396e+53,4.07365681e+54
2.79100000e+01,2.44378989e+46,1.17800934e+47,2.79100000e+01,8.87883089e+53,4.27996931e+54
2.79200000e+01,2.56755692e+46,1.23767024e+47,2.79200000e+01,9.32850395e+53,4.49673060e+54
2.79300000e+01,2.69759219e+46,1.30035270e+47,2.79300000e+01,9.80095094e+53,4.72446989e+54
2.79400000e+01,2.83421316e+46,1.36620975e+47,2.79400000e+01,1.02973253e+54,4.96374315e+54
2.79500000e+01,2.97775338e+46,1.43540216e+47,2.79500000e+01,1.08188387e+54,5.21513453e+54
2.79600000e+01,3.12856326e+46,1.50809886e+47,2.79600000e+01,1.13667645e+54,5.47925777e+54
2.79700000e+01,3.28701099e+46,1.58447732e+47,2.79700000e+01,1.19424402e+54,5.75675766e+54
2.79800000e+01,3.45348340e+46,1.66472401e+47,2.79800000e+01,1.25472714e+54,6.04831168e+54
2.79900000e+01,3.62838688e+46,1.74903483e+47,2.79900000e+01,1.31827346e+54,6.35463160e+54
2.80000000e+01,3.81214844e+46,1.83761562e+47,2.80000000e+01,1.38503811e+54,6.67646526e+54
2.80100000e+01,4.00521670e+46,1.93068263e+47,2.80100000e+01,1.45518409e+54,7.01459836e+54
2.80200000e+01,4.20806301e+46,2.02846307e+47,2.80200000e+01,1.52888266e+54,7.36985638e+54
2.80300000e+01,4.42118257e+46,2.13119564e+47,2.80300000e+01,1.60631372e+54,7.74310663e+54
2.80400000e+01,4.64509569e+46,2.23913117e+47,2.80400000e+01,1.68766633e+54,8.13526034e+54
2.80500000e+01,4.88034901e+46,2.35253314e+47,2.80500000e+01,1.77313908e+54,8.54727488e+54
2.80600000e+01,5.12751685e+46,2.47167842e+47,2.80600000e+01,1.86294064e+54,8.98015611e+54
2.80700000e+01,5.38720264e+46,2.59685788e+47,2.80700000e+01,1.95729025e+54,9.43496084e+54
2.80800000e+01,5.66004035e+46,2.72837711e+47,2.80800000e+01,2.05641824e+54,9.91279940e+54
2.80900000e+01,5.94669607e+46,2.86655720e+47,2.80900000e+01,2.16056662e+54,1.04148383e+55
2.81000000e+01,6.24786962e+46,3.01173550e+47,2.81000000e+01,2.26998966e+54,1.09423033e+55
2.81100000e+01,6.56429626e+46,3.16426643e+47,2.81100000e+01,2.38495448e+54,1.14964820e+55
2.81200000e+01,6.89674850e+46,3.32452237e+47,2.81200000e+01,2.50574175e+54,1.20787274e+55
2.81300000e+01,7.24603795e+46,3.49289455e+47,2.81300000e+01,2.63264636e+54,1.26904609e+55
2.81400000e+01,7.61301736e+46,3.66979403e+47,2.81400000e+01,2.76597812e+54,1.33331760e+55
2.81500000e+01,7.99858262e+46,3.85565268e+47,2.81500000e+01,2.90606253e+54,1.40084417e+55
2.81600000e+01,8.40367505e+46,4.05092424e+47,2.81600000e+01,3.05324160e+54,1.47179066e+55
2.81700000e+01,8.82928359e+46,4.25608543e+47,2.81700000e+01,3.20787463e+54,1.54633027e+55
2.81800000e+01,9.27644730e+46,4.47163711e+47,2.81800000e+01,3.37033912e+54,1.62464498e+55
2.81900000e+01,9.74625785e+46,4.69810553e+47,2.81900000e+01,3.54103172e+54,1.70692598e+55
2.82000000e+01,1.02398622e+47,4.93604355e+47,2.82000000e+01,3.72036914e+54,1.79337414e+55
2.82100000e+01,1.07584654e+47,5.18603207e+47,2.82100000e+01,3.90878919e+54,1.88420052e+55
2.82200000e+01,1.13033336e+47,5.44868140e+47,2.82200000e+01,4.10675187e+54,1.97962684e+55
2.82300000e+01,1.18757968e+47,5.72463273e+47,2.82300000e+01,4.31474048e+54,2.07988609e+55
2.82400000e+01,1.24772528e+47,6.01455977e+47,2.82400000e+01,4.53326278e+54,2.18522301e+55
2.82500000e+01,1.31091698e+47,6.31917031e+47,2.82500000e+01,4.76285226e+54,2.29589478e+55
2.82600000e+01,1.37730906e+47,6.63920801e+47,2.82600000e+01,5.00406942e+54,2.41217158e+55
2.82700000e+01,1.44706361e+47,6.97545420e+47,2.82700000e+01,5.25750315e+54,2.53433728e+55
2.82800000e+01,1.52035090e+47,7.32872974e+47,2.82800000e+01,5.52377216e+54,2.66269012e+55
2.82900000e+01,1.59734987e+47,7.69989712e+47,2.82900000e+01,5.80352650e+54,2.79754346e+55
2.83000000e+01,1.67824850e+47,8.08986246e+47,2.83000000e+01,6.09744916e+54,2.93922652e+55
2.83100000e+01,1.76324428e+47,8.49957779e+47,2.83100000e+01,6.40625768e+54,3.08808520e+55
2.83200000e+01,1.85254471e+47,8.93004338e+47,2.83200000e+01,6.73070597e+54,3.24448290e+55
2.83300000e+01,1.94636781e+47,9.38231013e+47,2.83300000e+01,7.07158611e+54,3.40880144e+55
2.83400000e+01,2.04494263e+47,9.85748216e+47,2.83400000e+01,7.42973031e+54,3.58144198e+55
2.83500000e+01,2.14850983e+47,1.03567195e+48,2.83500000e+01,7.80601291e+54,3.76282599e+55
2.83600000e+01,2.25732224e+47,1.08812410e+48,2.83600000e+01,8.20135254e+54,3.95339629e+55
2.83700000e+01,2.37164551e+47,1.14323272e+48,2.83700000e+01,8.61671435e+54,4.15361813e+55
2.83800000e+01,2.49175875e+47,1.20113234e+48,2.83800000e+01,9.05311238e+54,4.36398030e+55
2.83900000e+01,2.61795518e+47,1.26196432e+48,2.83900000e+01,9.51161202e+54,4.58499638e+55
2.84000000e+01,2.75054289e+47,1.32587717e+48,2.84000000e+01,9.99333261e+54,4.81720593e+55
2.84100000e+01,2.88984559e+47,1.39302692e+48,2.84100000e+01,1.04994502e+55,5.06117586e+55
2.84200000e+01,3.03620334e+47,1.46357750e+48,2.84200000e+01,1.10312004e+55,5.31750178e+55
2.84300000e+01,3.18997345e+47,1.53770115e+48,2.84300000e+01,1.15898813e+55,5.58680945e+55
2.84400000e+01,3.35153133e+47,1.61557883e+48,2.84400000e+01,1.21768570e+55,5.86975635e+55
2.84500000e+01,3.52127140e+47,1.69740067e+48,2.84500000e+01,1.27935603e+55,6.16703325e+55
2.84600000e+01,3.69960804e+47,1.78336642e+48,2.84600000e+01,1.34414969e+55,6.47936589e+55
2.84700000e+01,3.88697664e+47,1.87368595e+48,2.84700000e+01,1.41222485e+55,6.80751679e+55
2.84800000e+01,4.08383462e+47,1.96857976e+48,2.84800000e+01,1.48374773e+55,7.15228706e+55
2.84900000e+01,4.29066257e+47,2.06827952e+48,2.84900000e+01,1.55889291e+55,7.51451840e+55
2.85000000e+01,4.50796543e+47,2.17302863e+48,2.85000000e+01,1.63784386e+55,7.89509513e+55
2.85100000e+01,4.73627371e+47,2.28308280e+48,2.85100000e+01,1.72079332e+55,8.29494638e+55
2.85200000e+01,4.97614478e+47,2.39871073e+48,2.85200000e+01,1.80794381e+55,8.71504830e+55
2.85300000e+01,5.22816425e+47,2.52019470e+48,2.85300000e+01,1.89950807e+55,9.15642651e+55
2.85400000e+01,5.49294738e+47,2.64783128e+48,2.85400000e+01,1.99570966e+55,9.62015854e+55
2.85500000e+01,5.77114059e+47,2.78193209e+48,2.85500000e+01,2.09678342e+55,1.01073765e+56
2.85600000e+01,6.06342304e+47,2.92282451e+48,2.85600000e+01,2.20297612e+55,1.06192699e+56
2.85700000e+01,6.37050829e+47,3.07085249e+48,2.85700000e+01,2.31454701e+55,1.11570884e+56
2.85800000e+01,6.69314603e+47,3.22637743e+48,2.85800000e+01,2.43176846e+55,1.17221451e+56
2.85900000e+01,7.03212394e+47,3.38977901e+48,2.85900000e+01,2.55492665e+55,1.23158193e+56
2.86000000e+01,7.38826955e+47,3.56145615e+48,2.86000000e+01,2.68432225e+55,1.29395604e+56
2.86100000e+01,7.76245235e+47,3.74182797e+48,2.86100000e+01,2.82027117e+55,1.35948912e+56
2.86200000e+01,8.15558583e+47,3.93133482e+48,2.86200000e+01,2.96310528e+55,1.42834117e+56
2.86300000e+01,8.56862976e+47,4.13043934e+48,2.86300000e+01,3.11317331e+55,1.50068026e+56
2.86400000e+01,9.00259253e+47,4.33962761e+48,2.86400000e+01,3.27084161e+55,1.57668300e+56
2.86500000e+01,9.45853356e+47,4.55941034e+48,2.86500000e+01,3.43649510e+55,1.65653494e+56
2.86600000e+01,9.93756597e+47,4.79032407e+48,2.86600000e+01,3.61053820e+55,1.74043102e+56
2.86700000e+01,1.04408592e+48,5.03293255e+48,2.86700000e+01,3.79339581e+55,1.82857606e+56
2.86800000e+01,1.09696420e+48,5.28782807e+48,2.86800000e+01,3.98551434e+55,1.92118526e+56
2.86900000e+01,1.15252053e+48,5.55563290e+48,2.86900000e+01,4.18736281e+55,2.01848470e+56
2.87000000e+01,1.21089054e+48,5.83700085e+48,2.87000000e+01,4.39943400e+55,2.12071192e+56
2.87100000e+01,1.27221673e+48,6.13261883e+48,2.87100000e+01,4.62224565e+55,2.22811649e+56
2.87200000e+01,1.33664881e+48,6.44320854e+48,2.87200000e+01,4.85634171e+55,2.34096062e+56
2.87300000e+01,1.40434410e+48,6.76952822e+48,2.87300000e+01,5.10229369e+55,2.45951980e+56
2.87400000e+01,1.47546784e+48,7.11237454e+48,2.87400000e+01,5.36070204e+55,2.58408348e+56
2.87500000e+01,1.55019369e+48,7.47258449e+48,2.87500000e+01,5.63219761e+55,2.71495574e+56
2.87600000e+01,1.62870406e+48,7.85103746e+48,2.87600000e+01,5.91744322e+55,2.85245610e+56
2.87700000e+01,1.71119064e+48,8.24865738e+48,2.87700000e+01,6.21713525e+55,2.99692024e+56
2.87800000e+01,1.79785478e+48,8.66641497e+48,2.87800000e+01,6.53200533e+55,3.14870085e+56
2.87900000e+01,1.88890809e+48,9.10533012e+48,2.87900000e+01,6.86282218e+55,3.30816846e+56
2.88000000e+01,1.98457283e+48,9.56647435e+48,2.88000000e+01,7.21039341e+55,3.47571239e+56
2.88100000e+01,2.08508256e+48,1.00509735e+49,2.88100000e+01,7.57556758e+55,3.65174167e+56
2.88200000e+01,2.19068267e+48,1.05600103e+49,2.88200000e+01,7.95923619e+55,3.83668605e+56
2.88300000e+01,2.30163094e+48,1.10948276e+49,2.88300000e+01,8.36233589e+55,4.03099703e+56
2.88400000e+01,2.41819825e+48,1.16567310e+49,2.88400000e+01,8.78585079e+55,4.23514899e+56
2.88500000e+01,2.54066918e+48,1.22470922e+49,2.88500000e+01,9.23081482e+55,4.44964034e+56
2.88600000e+01,2.66934270e+48,1.28673527e+49,2.88600000e+01,9.69831429e+55,4.67499472e+56
2.88700000e+01,2.80453297e+48,1.35190265e+49,2.88700000e+01,1.01894905e+56,4.91176228e+56
2.88800000e+01,2.94657001e+48,1.42037047e+49,2.88800000e+01,1.07055426e+56,5.16052107e+56
2.88900000e+01,3.09580060e+48,1.49230588e+49,2.88900000e+01,1.12477305e+56,5.42187837e+56
2.89000000e+01,3.25258905e+48,1.56788450e+49,2.89000000e+01,1.18173777e+56,5.69647225e+56
2.89100000e+01,3.41731814e+48,1.64729083e+49,2.89100000e+01,1.24158750e+56,5.98497309e+56
2.89200000e+01,3.59039001e+48,1.73071874e+49,2.89200000e+01,1.30446835e+56,6.28808520e+56
2.89300000e+01,3.77222720e+48,1.81837191e+49,2.89300000e+01,1.37053384e+56,6.60654858e+56
2.89400000e+01,3.96327363e+48,1.91046431e+49,2.89400000e+01,1.43994525e+56,6.94114071e+56
2.89500000e+01,4.16399571e+48,2.00722078e+49,2.89500000e+01,1.51287203e+56,7.29267843e+56
2.89600000e+01,4.37488346e+48,2.10887753e+49,2.89600000e+01,1.58949223e+56,7.66201997e+56
2.89700000e+01,4.59645174e+48,2.21568274e+49,2.89700000e+01,1.66999290e+56,8.05006700e+56
2.89800000e+01,4.82924145e+48,2.32789716e+49,2.89800000e+01,1.75457057e+56,8.45776687e+56
2.89900000e+01,5.07382093e+48,2.44579473e+49,2.89900000e+01,1.84343172e+56,8.88611493e+56
2.90000000e+01,5.33078725e+48,2.56966329e+49,2.90000000e+01,1.93679329e+56,9.33615689e+56
2.90100000e+01,5.60076778e+48,2.69980524e+49,2.90100000e+01,2.03488320e+56,9.80899147e+56
2.90200000e+01,5.88442161e+48,2.83653830e+49,2.90200000e+01,2.13794093e+56,1.03057730e+57
2.90300000e+01,6.18244124e+48,2.98019627e+49,2.90300000e+01,2.24621807e+56,1.08277143e+57
2.90400000e+01,6.49555422e+48,3.13112988e+49,2.90400000e+01,2.35997897e+56,1.13760896e+57
2.90500000e+01,6.82452498e+48,3.28970760e+49,2.90500000e+01,2.47950135e+56,1.19522376e+57
2.90600000e+01,7.17015664e+48,3.45631657e+49,2.90600000e+01,2.60507700e+56,1.25575650e+57
2.90700000e+01,7.53329300e+48,3.63136354e+49,2.90700000e+01,2.73701249e+56,1.31935495e+57
2.90800000e+01,7.91482058e+48,3.81527586e+49,2.90800000e+01,2.87562993e+56,1.38617437e+57
2.90900000e+01,8.31567083e+48,4.00850251e+49,2.90900000e+01,3.02126772e+56,1.45637790e+57
2.91000000e+01,8.73682236e+48,4.21151523e+49,2.91000000e+01,3.17428141e+56,1.53013693e+57
2.91100000e+01,9.17930332e+48,4.42480964e+49,2.91100000e+01,3.33504456e+56,1.60763152e+57
2.91200000e+01,9.64419397e+48,4.64890645e+49,2.91200000e+01,3.50394965e+56,1.68905086e+57
2.91300000e+01,1.01326292e+49,4.88435276e+49,2.91300000e+01,3.68140902e+56,1.77459373e+57
2.91400000e+01,1.06458016e+49,5.13172337e+49,2.91400000e+01,3.86785592e+56,1.86446896e+57
2.91500000e+01,1.11849638e+49,5.39162220e+49,2.91500000e+01,4.06374551e+56,1.95889597e+57
2.91600000e+01,1.17514322e+49,5.66468375e+49,2.91600000e+01,4.26955604e+56,2.05810529e+57
2.91700000e+01,1.23465896e+49,5.95157463e+49,2.91700000e+01,4.48578995e+56,2.16233911e+57
2.91800000e+01,1.29718892e+49,6.25299526e+49,2.91800000e+01,4.71297515e+56,2.27185192e+57
2.91900000e+01,1.36288573e+49,6.56968150e+49,2.91900000e+01,4.95166625e+56,2.38691105e+57
2.92000000e+01,1.43190980e+49,6.90240647e+49,2.92000000e+01,5.20244599e+56,2.50779742e+57
2.92100000e+01,1.50442962e+49,7.25198248e+49,2.92100000e+01,5.46592661e+56,2.63480614e+57
2.92200000e+01,1.58062225e+49,7.61926294e+49,2.92200000e+01,5.74275133e+56,2.76824728e+57
2.92300000e+01,1.66067370e+49,8.00514452e+49,2.92300000e+01,6.03359600e+56,2.90844662e+57
2.92400000e+01,1.74477939e+49,8.41056928e+49,2.92400000e+01,6.33917064e+56,3.05574643e+57
2.92500000e+01,1.83314466e+49,8.83652698e+49,2.92500000e+01,6.66022127e+56,3.21050631e+57
2.92600000e+01,1.92598523e+49,9.28405754e+49,2.92600000e+01,6.99753168e+56,3.37310409e+57
2.92700000e+01,2.02352777e+49,9.75425352e+49,2.92700000e+01,7.35192535e+56,3.54393672e+57
2.92800000e+01,2.12601040e+49,1.02482628e+50,2.92800000e+01,7.72426748e+56,3.72342126e+57
2.92900000e+01,2.23368331e+49,1.07672915e+50,2.92900000e+01,8.11546707e+56,3.91199589e+57
2.93000000e+01,2.34680938e+49,1.13126066e+50,2.93000000e+01,8.52647916e+56,4.11012098e+57
2.93100000e+01,2.46566477e+49,1.18855395e+50,2.93100000e+01,8.95830719e+56,4.31828022e+57
2.93200000e+01,2.59053966e+49,1.24874889e+50,2.93200000e+01,9.41200537e+56,4.53698179e+57
2.93300000e+01,2.72173891e+49,1.31199244e+50,2.93300000e+01,9.88868133e+56,4.76675962e+57
2.93400000e+01,2.85958280e+49,1.37843898e+50,2.93400000e+01,1.03894988e+57,5.00817467e+57
2.93500000e+01,3.00440788e+49,1.44825075e+50,2.93500000e+01,1.09156804e+57,5.26181631e+57
2.93600000e+01,3.15656770e+49,1.52159817e+50,2.93600000e+01,1.14685108e+57,5.52830377e+57
2.93700000e+01,3.31643373e+49,1.59866031e+50,2.93700000e+01,1.20493396e+57,5.80828762e+57
2.93800000e+01,3.48439626e+49,1.67962531e+50,2.93800000e+01,1.26595847e+57,6.10245140e+57
2.93900000e+01,3.66086534e+49,1.76469081e+50,2.93900000e+01,1.33007360e+57,6.41151326e+57
2.94000000e+01,3.84627179e+49,1.85406451e+50,2.94000000e+01,1.39743588e+57,6.73622772e+57
2.94100000e+01,4.04106825e+49,1.94796458e+50,2.94100000e+01,1.46820976e+57,7.07738752e+57
2.94200000e+01,4.24573028e+49,2.04662027e+50,2.94200000e+01,1.54256801e+57,7.43582553e+57
2.94300000e+01,4.46075752e+49,2.15027243e+50,2.94300000e+01,1.62069218e+57,7.81241682e+57
2.94400000e+01,4.68667493e+49,2.25917411e+50,2.94400000e+01,1.70277299e+57,8.20808078e+57
2.94500000e+01,4.92403405e+49,2.37359117e+50,2.94500000e+01,1.78901082e+57,8.62378335e+57
2.94600000e+01,5.17341434e+49,2.49380294e+50,2.94600000e+01,1.87961621e+57,9.06053940e+57
2.94700000e+01,5.43542463e+49,2.62010290e+50,2.94700000e+01,1.97481037e+57,9.51941518e+57
2.94800000e+01,5.71070457e+49,2.75279939e+50,2.94800000e+01,2.07482568e+57,1.00015310e+58
2.94900000e+01,5.99992621e+49,2.89221637e+50,2.94900000e+01,2.17990631e+57,1.05080638e+58
2.95000000e+01,6.30379562e+49,3.03869418e+50,2.95000000e+01,2.29030882e+57,1.10402502e+58
2.95100000e+01,6.62305467e+49,3.19259045e+50,2.95100000e+01,2.40630271e+57,1.15993895e+58
2.95200000e+01,6.95848276e+49,3.35428087e+50,2.95200000e+01,2.52817118e+57,1.21868466e+58
2.95300000e+01,7.31089878e+49,3.52416019e+50,2.95300000e+01,2.65621174e+57,1.28040559e+58
2.95400000e+01,7.68116309e+49,3.70264314e+50,2.95400000e+01,2.79073698e+57,1.34525240e+58
2.95500000e+01,8.07017963e+49,3.89016545e+50,2.95500000e+01,2.93207532e+57,1.41338342e+58
2.95600000e+01,8.47889813e+49,4.08718492e+50,2.95600000e+01,3.08057181e+57,1.48496497e+58
2.95700000e+01,8.90831638e+49,4.29418255e+50,2.95700000e+01,3.23658899e+57,1.56017180e+58
2.95800000e+01,9.35948275e+49,4.51166369e+50,2.95800000e+01,3.40050775e+57,1.63918752e+58
2.95900000e+01,9.83349868e+49,4.74015927e+50,2.95900000e+01,3.57272825e+57,1.72220503e+58
2.96000000e+01,1.03315214e+50,4.98022713e+50,2.96000000e+01,3.75367095e+57,1.80942701e+58
2.96100000e+01,1.08547667e+50,5.23245335e+50,2.96100000e+01,3.94377759e+57,1.90106640e+58
