sigma_0.1_tau,sigma_0.1_strain,sigma_0.1_strain_rate,sigma_0.2_tau,sigma_0.2_strain,sigma_0.2_strain_rate
0.00000000e+00,1.02478438e+00,1.35428688e-01,0.00000000e+00,1.05144801e+00,2.91818192e-01
1.00000000e-02,1.02613867e+00,1.35428688e-01,1.00000000e-02,1.05436619e+00,2.91818192e-01
2.00000000e-02,1.02750015e+00,1.36147880e-01,2.00000000e-02,1.05730822e+00,2.94203031e-01
3.00000000e-02,1.02886869e+00,1.36854310e-01,3.00000000e-02,1.06027401e+00,2.96578858e-01
4.00000000e-02,1.03024417e+00,1.37548566e-01,4.00000000e-02,1.06326348e+00,2.98946830e-01
5.00000000e-02,1.03162649e+00,1.38231222e-01,5.00000000e-02,1.06627656e+00,3.01308082e-01
6.00000000e-02,1.03301552e+00,1.38902835e-01,6.00000000e-02,1.06931320e+00,3.03663730e-01
7.00000000e-02,1.03441115e+00,1.39563945e-01,7.00000000e-02,1.07237334e+00,3.06014864e-01
8.00000000e-02,1.03581331e+00,1.40215077e-01,8.00000000e-02,1.07545697e+00,3.08362553e-01
9.00000000e-02,1.03722187e+00,1.40856738e-01,9.00000000e-02,1.07856405e+00,3.10707843e-01
1.00000000e-01,1.03863677e+00,1.41489418e-01,1.00000000e-01,1.08169457e+00,3.13051756e-01
1.10000000e-01,1.04005790e+00,1.42113593e-01,1.10000000e-01,1.08484852e+00,3.15395293e-01
1.20000000e-01,1.04148520e+00,1.42729720e-01,1.20000000e-01,1.08802591e+00,3.17739430e-01
1.30000000e-01,1.04291858e+00,1.43338241e-01,1.30000000e-01,1.09122676e+00,3.20085123e-01
1.40000000e-01,1.04435798e+00,1.43939583e-01,1.40000000e-01,1.09445110e+00,3.22433305e-01
1.50000000e-01,1.04580332e+00,1.44534156e-01,1.50000000e-01,1.09769895e+00,3.24784887e-01
1.60000000e-01,1.04725454e+00,1.45122356e-01,1.60000000e-01,1.10097035e+00,3.27140758e-01
1.70000000e-01,1.04871159e+00,1.45704562e-01,1.70000000e-01,1.10426537e+00,3.29501788e-01
1.80000000e-01,1.05017440e+00,1.46281142e-01,1.80000000e-01,1.10758406e+00,3.31868828e-01
1.90000000e-01,1.05164292e+00,1.46852446e-01,1.90000000e-01,1.11092649e+00,3.34242706e-01
2.00000000e-01,1.05311711e+00,1.47418813e-01,2.00000000e-01,1.11429273e+00,3.36624234e-01
2.10000000e-01,1.05459692e+00,1.47980566e-01,2.10000000e-01,1.11768287e+00,3.39014206e-01
2.20000000e-01,1.05608230e+00,1.48538018e-01,2.20000000e-01,1.12109701e+00,3.41413396e-01
2.30000000e-01,1.05757321e+00,1.49091467e-01,2.30000000e-01,1.12453523e+00,3.43822565e-01
2.40000000e-01,1.05906963e+00,1.49641200e-01,2.40000000e-01,1.12799766e+00,3.46242454e-01
2.50000000e-01,1.06057150e+00,1.50187492e-01,2.50000000e-01,1.13148439e+00,3.48673791e-01
2.60000000e-01,1.06207881e+00,1.50730606e-01,2.60000000e-01,1.13499557e+00,3.51117289e-01
2.70000000e-01,1.06359151e+00,1.51270795e-01,2.70000000e-01,1.13853130e+00,3.53573647e-01
2.80000000e-01,1.06510960e+00,1.51808301e-01,2.80000000e-01,1.14209174e+00,3.56043551e-01
2.90000000e-01,1.06663303e+00,1.52343356e-01,2.90000000e-01,1.14567702e+00,3.58527674e-01
3.00000000e-01,1.06816179e+00,1.52876182e-01,3.00000000e-01,1.14928728e+00,3.61026677e-01
3.10000000e-01,1.06969586e+00,1.53406992e-01,3.10000000e-01,1.15292269e+00,3.63541211e-01
3.20000000e-01,1.07123522e+00,1.53935989e-01,3.20000000e-01,1.15658341e+00,3.66071915e-01
3.30000000e-01,1.07277986e+00,1.54463368e-01,3.30000000e-01,1.16026961e+00,3.68619420e-01
3.40000000e-01,1.07432975e+00,1.54989317e-01,3.40000000e-01,1.16398145e+00,3.71184346e-01
3.50000000e-01,1.07588489e+00,1.55514013e-01,3.50000000e-01,1.16771912e+00,3.73767306e-01
3.60000000e-01,1.07744527e+00,1.56037629e-01,3.60000000e-01,1.17148281e+00,3.76368905e-01
3.70000000e-01,1.07901087e+00,1.56560328e-01,3.70000000e-01,1.17527271e+00,3.78989741e-01
3.80000000e-01,1.08058169e+00,1.57082266e-01,3.80000000e-01,1.17908901e+00,3.81630404e-01
3.90000000e-01,1.08215773e+00,1.57603595e-01,3.90000000e-01,1.18293193e+00,3.84291479e-01
4.00000000e-01,1.08373897e+00,1.58124457e-01,4.00000000e-01,1.18680167e+00,3.86973546e-01
4.10000000e-01,1.08532542e+00,1.58644991e-01,4.10000000e-01,1.19069844e+00,3.89677180e-01
4.20000000e-01,1.08691708e+00,1.59165329e-01,4.20000000e-01,1.19462247e+00,3.92402951e-01
4.30000000e-01,1.08851393e+00,1.59685597e-01,4.30000000e-01,1.19857398e+00,3.95151427e-01
4.40000000e-01,1.09011599e+00,1.60205916e-01,4.40000000e-01,1.20255321e+00,3.97923171e-01
4.50000000e-01,1.09172325e+00,1.60726401e-01,4.50000000e-01,1.20656040e+00,4.00718744e-01
4.60000000e-01,1.09333573e+00,1.61247165e-01,4.60000000e-01,1.21059579e+00,4.03538705e-01
4.70000000e-01,1.09495341e+00,1.61768314e-01,4.70000000e-01,1.21465962e+00,4.06383613e-01
4.80000000e-01,1.09657631e+00,1.62289949e-01,4.80000000e-01,1.21875216e+00,4.09254022e-01
4.90000000e-01,1.09820443e+00,1.62812170e-01,4.90000000e-01,1.22287367e+00,4.12150490e-01
5.00000000e-01,1.09983778e+00,1.63335069e-01,5.00000000e-01,1.22702440e+00,4.15073571e-01
5.10000000e-01,1.10147637e+00,1.63858737e-01,5.10000000e-01,1.23120464e+00,4.18023822e-01
5.20000000e-01,1.10312020e+00,1.64383261e-01,5.20000000e-01,1.23541466e+00,4.21001798e-01
5.30000000e-01,1.10476929e+00,1.64908725e-01,5.30000000e-01,1.23965474e+00,4.24008060e-01
5.40000000e-01,1.10642364e+00,1.65435206e-01,5.40000000e-01,1.24392517e+00,4.27043165e-01
5.50000000e-01,1.10808327e+00,1.65962784e-01,5.50000000e-01,1.24822625e+00,4.30107675e-01
5.60000000e-01,1.10974818e+00,1.66491531e-01,5.60000000e-01,1.25255827e+00,4.33202155e-01
5.70000000e-01,1.11141840e+00,1.67021519e-01,5.70000000e-01,1.25692154e+00,4.36327172e-01
5.80000000e-01,1.11309393e+00,1.67552816e-01,5.80000000e-01,1.26131638e+00,4.39483297e-01
5.90000000e-01,1.11477478e+00,1.68085487e-01,5.90000000e-01,1.26574309e+00,4.42671103e-01
6.00000000e-01,1.11646098e+00,1.68619597e-01,6.00000000e-01,1.27020200e+00,4.45891169e-01
6.10000000e-01,1.11815253e+00,1.69155206e-01,6.10000000e-01,1.27469344e+00,4.49144078e-01
6.20000000e-01,1.11984945e+00,1.69692374e-01,6.20000000e-01,1.27921774e+00,4.52430417e-01
6.30000000e-01,1.12155177e+00,1.70231157e-01,6.30000000e-01,1.28377525e+00,4.55750781e-01
6.40000000e-01,1.12325948e+00,1.70771611e-01,6.40000000e-01,1.28836631e+00,4.59105767e-01
6.50000000e-01,1.12497262e+00,1.71313788e-01,6.50000000e-01,1.29299127e+00,4.62495981e-01
6.60000000e-01,1.12669120e+00,1.71857741e-01,6.60000000e-01,1.29765049e+00,4.65922034e-01
6.70000000e-01,1.12841523e+00,1.72403518e-01,6.70000000e-01,1.30234433e+00,4.69384544e-01
6.80000000e-01,1.13014474e+00,1.72951168e-01,6.80000000e-01,1.30707318e+00,4.72884137e-01
6.90000000e-01,1.13187975e+00,1.73500737e-01,6.90000000e-01,1.31183739e+00,4.76421445e-01
7.00000000e-01,1.13362027e+00,1.74052272e-01,7.00000000e-01,1.31663736e+00,4.79997110e-01
7.10000000e-01,1.13536633e+00,1.74605815e-01,7.10000000e-01,1.32147348e+00,4.83611781e-01
7.20000000e-01,1.13711795e+00,1.75161410e-01,7.20000000e-01,1.32634614e+00,4.87266116e-01
7.30000000e-01,1.13887514e+00,1.75719098e-01,7.30000000e-01,1.33125575e+00,4.90960782e-01
7.40000000e-01,1.14063793e+00,1.76278919e-01,7.40000000e-01,1.33620271e+00,4.94696456e-01
7.50000000e-01,1.14240634e+00,1.76840913e-01,7.50000000e-01,1.34118745e+00,4.98473823e-01
7.60000000e-01,1.14418039e+00,1.77405118e-01,7.60000000e-01,1.34621039e+00,5.02293581e-01
7.70000000e-01,1.14596010e+00,1.77971572e-01,7.70000000e-01,1.35127195e+00,5.06156436e-01
7.80000000e-01,1.14774551e+00,1.78540310e-01,7.80000000e-01,1.35637258e+00,5.10063107e-01
7.90000000e-01,1.14953662e+00,1.79111368e-01,7.90000000e-01,1.36151273e+00,5.14014323e-01
8.00000000e-01,1.15133347e+00,1.79684782e-01,8.00000000e-01,1.36669283e+00,5.18010825e-01
8.10000000e-01,1.15313607e+00,1.80260585e-01,8.10000000e-01,1.37191337e+00,5.22053367e-01
8.20000000e-01,1.15494446e+00,1.80838811e-01,8.20000000e-01,1.37717479e+00,5.26142715e-01
8.30000000e-01,1.15675866e+00,1.81419493e-01,8.30000000e-01,1.38247759e+00,5.30279647e-01
8.40000000e-01,1.15857868e+00,1.82002662e-01,8.40000000e-01,1.38782224e+00,5.34464956e-01
8.50000000e-01,1.16040457e+00,1.82588351e-01,8.50000000e-01,1.39320923e+00,5.38699447e-01
8.60000000e-01,1.16223633e+00,1.83176589e-01,8.60000000e-01,1.39863907e+00,5.42983942e-01
8.70000000e-01,1.16407401e+00,1.83767408e-01,8.70000000e-01,1.40411227e+00,5.47319275e-01
8.80000000e-01,1.16591761e+00,1.84360838e-01,8.80000000e-01,1.40962933e+00,5.51706296e-01
8.90000000e-01,1.16776718e+00,1.84956909e-01,8.90000000e-01,1.41519079e+00,5.56145871e-01
9.00000000e-01,1.16962274e+00,1.85555649e-01,9.00000000e-01,1.42079718e+00,5.60638881e-01
9.10000000e-01,1.17148431e+00,1.86157087e-01,9.10000000e-01,1.42644904e+00,5.65186224e-01
9.20000000e-01,1.17335192e+00,1.86761252e-01,9.20000000e-01,1.43214693e+00,5.69788816e-01
9.30000000e-01,1.17522560e+00,1.87368172e-01,9.30000000e-01,1.43789140e+00,5.74447587e-01
9.40000000e-01,1.17710538e+00,1.87977875e-01,9.40000000e-01,1.44368304e+00,5.79163490e-01
9.50000000e-01,1.17899129e+00,1.88590388e-01,9.50000000e-01,1.44952241e+00,5.83937492e-01
9.60000000e-01,1.18088334e+00,1.89205739e-01,9.60000000e-01,1.45541012e+00,5.88770582e-01
9.70000000e-01,1.18278158e+00,1.89823954e-01,9.70000000e-01,1.46134676e+00,5.93663765e-01
9.80000000e-01,1.18468604e+00,1.90445061e-01,9.80000000e-01,1.46733294e+00,5.98618070e-01
9.90000000e-01,1.18659673e+00,1.91069086e-01,9.90000000e-01,1.47336928e+00,6.03634544e-01
1.00000000e+00,1.18851369e+00,1.91696056e-01,1.00000000e+00,1.47945643e+00,6.08714255e-01
1.01000000e+00,1.19043695e+00,1.92325998e-01,1.01000000e+00,1.48559501e+00,6.13858295e-01
1.02000000e+00,1.19236654e+00,1.92958936e-01,1.02000000e+00,1.49178569e+00,6.19067776e-01
1.03000000e+00,1.19430248e+00,1.93594898e-01,1.03000000e+00,1.49802912e+00,6.24343834e-01
1.04000000e+00,1.19624482e+00,1.94233910e-01,1.04000000e+00,1.50432600e+00,6.29687627e-01
1.05000000e+00,1.19819358e+00,1.94875997e-01,1.05000000e+00,1.51067700e+00,6.35100340e-01
1.06000000e+00,1.20014880e+00,1.95521185e-01,1.06000000e+00,1.51708284e+00,6.40583181e-01
1.07000000e+00,1.20211049e+00,1.96169500e-01,1.07000000e+00,1.52354421e+00,6.46137384e-01
1.08000000e+00,1.20407870e+00,1.96820969e-01,1.08000000e+00,1.53006185e+00,6.51764208e-01
1.09000000e+00,1.20605346e+00,1.97475615e-01,1.09000000e+00,1.53663650e+00,6.57464941e-01
1.10000000e+00,1.20803479e+00,1.98133466e-01,1.10000000e+00,1.54326891e+00,6.63240897e-01
1.11000000e+00,1.21002274e+00,1.98794547e-01,1.11000000e+00,1.54995984e+00,6.69093420e-01
1.12000000e+00,1.21201733e+00,1.99458883e-01,1.12000000e+00,1.55671008e+00,6.75023882e-01
1.13000000e+00,1.21401859e+00,2.00126501e-01,1.13000000e+00,1.56352042e+00,6.81033685e-01
1.14000000e+00,1.21602656e+00,2.00797426e-01,1.14000000e+00,1.57039166e+00,6.87124263e-01
1.15000000e+00,1.21804128e+00,2.01471683e-01,1.15000000e+00,1.57732463e+00,6.93297080e-01
1.16000000e+00,1.22006277e+00,2.02149300e-01,1.16000000e+00,1.58432017e+00,6.99553635e-01
1.17000000e+00,1.22209108e+00,2.02830301e-01,1.17000000e+00,1.59137912e+00,7.05895458e-01
1.18000000e+00,1.22412622e+00,2.03514712e-01,1.18000000e+00,1.59850237e+00,7.12324114e-01
1.19000000e+00,1.22616825e+00,2.04202560e-01,1.19000000e+00,1.60569078e+00,7.18841205e-01
1.20000000e+00,1.22821719e+00,2.04893870e-01,1.20000000e+00,1.61294526e+00,7.25448368e-01
1.21000000e+00,1.23027308e+00,2.05588670e-01,1.21000000e+00,1.62026673e+00,7.32147278e-01
1.22000000e+00,1.23233595e+00,2.06286984e-01,1.22000000e+00,1.62765613e+00,7.38939646e-01
1.23000000e+00,1.23440583e+00,2.06988840e-01,1.23000000e+00,1.63511440e+00,7.45827227e-01
1.24000000e+00,1.23648278e+00,2.07694264e-01,1.24000000e+00,1.64264252e+00,7.52811813e-01
1.25000000e+00,1.23856681e+00,2.08403282e-01,1.25000000e+00,1.65024147e+00,7.59895240e-01
1.26000000e+00,1.24065797e+00,2.09115922e-01,1.26000000e+00,1.65791227e+00,7.67079385e-01
1.27000000e+00,1.24275629e+00,2.09832210e-01,1.27000000e+00,1.66565593e+00,7.74366170e-01
1.28000000e+00,1.24486181e+00,2.10552173e-01,1.28000000e+00,1.67347350e+00,7.81757564e-01
1.29000000e+00,1.24697457e+00,2.11275838e-01,1.29000000e+00,1.68136606e+00,7.89255580e-01
1.30000000e+00,1.24909460e+00,2.12003234e-01,1.30000000e+00,1.68933468e+00,7.96862282e-01
1.31000000e+00,1.25122195e+00,2.12734386e-01,1.31000000e+00,1.69738048e+00,8.04579781e-01
1.32000000e+00,1.25335664e+00,2.13469324e-01,1.32000000e+00,1.70550458e+00,8.12410241e-01
1.33000000e+00,1.25549872e+00,2.14208074e-01,1.33000000e+00,1.71370814e+00,8.20355877e-01
1.34000000e+00,1.25764823e+00,2.14950664e-01,1.34000000e+00,1.72199233e+00,8.28418959e-01
1.35000000e+00,1.25980520e+00,2.15697123e-01,1.35000000e+00,1.73035835e+00,8.36601812e-01
1.36000000e+00,1.26196967e+00,2.16447480e-01,1.36000000e+00,1.73880742e+00,8.44906819e-01
1.37000000e+00,1.26414169e+00,2.17201762e-01,1.37000000e+00,1.74734078e+00,8.53336420e-01
1.38000000e+00,1.26632129e+00,2.17959999e-01,1.38000000e+00,1.75595971e+00,8.61893118e-01
1.39000000e+00,1.26850851e+00,2.18722219e-01,1.39000000e+00,1.76466551e+00,8.70579478e-01
1.40000000e+00,1.27070340e+00,2.19488451e-01,1.40000000e+00,1.77345949e+00,8.79398129e-01
1.41000000e+00,1.27290599e+00,2.20258725e-01,1.41000000e+00,1.78234301e+00,8.88351765e-01
1.42000000e+00,1.27511632e+00,2.21033071e-01,1.42000000e+00,1.79131744e+00,8.97443151e-01
1.43000000e+00,1.27733443e+00,2.21811518e-01,1.43000000e+00,1.80038419e+00,9.06675121e-01
1.44000000e+00,1.27956037e+00,2.22594096e-01,1.44000000e+00,1.80954470e+00,9.16050582e-01
1.45000000e+00,1.28179418e+00,2.23380835e-01,1.45000000e+00,1.81880042e+00,9.25572514e-01
1.46000000e+00,1.28403590e+00,2.24171766e-01,1.46000000e+00,1.82815286e+00,9.35243978e-01
1.47000000e+00,1.28628557e+00,2.24966920e-01,1.47000000e+00,1.83760354e+00,9.45068112e-01
1.48000000e+00,1.28854323e+00,2.25766328e-01,1.48000000e+00,1.84715402e+00,9.55048135e-01
1.49000000e+00,1.29080893e+00,2.26570020e-01,1.49000000e+00,1.85680590e+00,9.65187352e-01
1.50000000e+00,1.29308271e+00,2.27378028e-01,1.50000000e+00,1.86656079e+00,9.75489157e-01
1.51000000e+00,1.29536461e+00,2.28190384e-01,1.51000000e+00,1.87642036e+00,9.85957031e-01
1.52000000e+00,1.29765469e+00,2.29007121e-01,1.52000000e+00,1.88638630e+00,9.96594549e-01
1.53000000e+00,1.29995297e+00,2.29828269e-01,1.53000000e+00,1.89646036e+00,1.00740538e+00
1.54000000e+00,1.30225951e+00,2.30653862e-01,1.54000000e+00,1.90664429e+00,1.01839330e+00
1.55000000e+00,1.30457435e+00,2.31483932e-01,1.55000000e+00,1.91693991e+00,1.02956218e+00
1.56000000e+00,1.30689753e+00,2.32318513e-01,1.56000000e+00,1.92734907e+00,1.04091599e+00
1.57000000e+00,1.30922911e+00,2.33157637e-01,1.57000000e+00,1.93787366e+00,1.05245882e+00
1.58000000e+00,1.31156912e+00,2.34001339e-01,1.58000000e+00,1.94851561e+00,1.06419487e+00
1.59000000e+00,1.31391762e+00,2.34849652e-01,1.59000000e+00,1.95927689e+00,1.07612846e+00
1.60000000e+00,1.31627464e+00,2.35702610e-01,1.60000000e+00,1.97015953e+00,1.08826402e+00
1.61000000e+00,1.31864025e+00,2.36560249e-01,1.61000000e+00,1.98116560e+00,1.10060611e+00
1.62000000e+00,1.32101447e+00,2.37422602e-01,1.62000000e+00,1.99229719e+00,1.11315941e+00
1.63000000e+00,1.32339737e+00,2.38289705e-01,1.63000000e+00,2.00355648e+00,1.12592875e+00
1.64000000e+00,1.32578899e+00,2.39161593e-01,1.64000000e+00,2.01494567e+00,1.13891908e+00
1.65000000e+00,1.32818937e+00,2.40038302e-01,1.65000000e+00,2.02646702e+00,1.15213550e+00
1.66000000e+00,1.33059857e+00,2.40919868e-01,1.66000000e+00,2.03812286e+00,1.16558326e+00
1.67000000e+00,1.33301663e+00,2.41806328e-01,1.67000000e+00,2.04991553e+00,1.17926774e+00
1.68000000e+00,1.33544361e+00,2.42697717e-01,1.68000000e+00,2.06184748e+00,1.19319451e+00
1.69000000e+00,1.33787955e+00,2.43594074e-01,1.69000000e+00,2.07392117e+00,1.20736927e+00
1.70000000e+00,1.34032450e+00,2.44495435e-01,1.70000000e+00,2.08613915e+00,1.22179791e+00
1.71000000e+00,1.34277852e+00,2.45401838e-01,1.71000000e+00,2.09850401e+00,1.23648648e+00
1.72000000e+00,1.34524165e+00,2.46313321e-01,1.72000000e+00,2.11101843e+00,1.25144122e+00
1.73000000e+00,1.34771395e+00,2.47229923e-01,1.73000000e+00,2.12368511e+00,1.26666855e+00
1.74000000e+00,1.35019547e+00,2.48151683e-01,1.74000000e+00,2.13650686e+00,1.28217508e+00
1.75000000e+00,1.35268626e+00,2.49078638e-01,1.75000000e+00,2.14948654e+00,1.29796763e+00
1.76000000e+00,1.35518637e+00,2.50010830e-01,1.76000000e+00,2.16262707e+00,1.31405321e+00
1.77000000e+00,1.35769585e+00,2.50948297e-01,1.77000000e+00,2.17593146e+00,1.33043906e+00
1.78000000e+00,1.36021476e+00,2.51891081e-01,1.78000000e+00,2.18940279e+00,1.34713263e+00
1.79000000e+00,1.36274315e+00,2.52839221e-01,1.79000000e+00,2.20304420e+00,1.36414160e+00
1.80000000e+00,1.36528108e+00,2.53792758e-01,1.80000000e+00,2.21685894e+00,1.38147391e+00
1.81000000e+00,1.36782860e+00,2.54751734e-01,1.81000000e+00,2.23085032e+00,1.39913772e+00
1.82000000e+00,1.37038576e+00,2.55716191e-01,1.82000000e+00,2.24502174e+00,1.41714146e+00
1.83000000e+00,1.37295262e+00,2.56686170e-01,1.83000000e+00,2.25937667e+00,1.43549382e+00
1.84000000e+00,1.37552924e+00,2.57661715e-01,1.84000000e+00,2.27391871e+00,1.45420378e+00
1.85000000e+00,1.37811567e+00,2.58642868e-01,1.85000000e+00,2.28865152e+00,1.47328057e+00
1.86000000e+00,1.38071196e+00,2.59629672e-01,1.86000000e+00,2.30357886e+00,1.49273377e+00
1.87000000e+00,1.38331818e+00,2.60622172e-01,1.87000000e+00,2.31870459e+00,1.51257323e+00
1.88000000e+00,1.38593439e+00,2.61620411e-01,1.88000000e+00,2.33403268e+00,1.53280913e+00
1.89000000e+00,1.38856063e+00,2.62624434e-01,1.89000000e+00,2.34956720e+00,1.55345198e+00
1.90000000e+00,1.39119698e+00,2.63634287e-01,1.90000000e+00,2.36531232e+00,1.57451264e+00
1.91000000e+00,1.39384348e+00,2.64650014e-01,1.91000000e+00,2.38127235e+00,1.59600234e+00
1.92000000e+00,1.39650019e+00,2.65671661e-01,1.92000000e+00,2.39745167e+00,1.61793267e+00
1.93000000e+00,1.39916719e+00,2.66699276e-01,1.93000000e+00,2.41385483e+00,1.64031559e+00
1.94000000e+00,1.40184451e+00,2.67732904e-01,1.94000000e+00,2.43048647e+00,1.66316351e+00
1.95000000e+00,1.40453224e+00,2.68772593e-01,1.95000000e+00,2.44735136e+00,1.68648921e+00
1.96000000e+00,1.40723042e+00,2.69818391e-01,1.96000000e+00,2.46445442e+00,1.71030594e+00
1.97000000e+00,1.40993913e+00,2.70870346e-01,1.97000000e+00,2.48180069e+00,1.73462739e+00
1.98000000e+00,1.41265841e+00,2.71928506e-01,1.98000000e+00,2.49939537e+00,1.75946773e+00
1.99000000e+00,1.41538834e+00,2.72992922e-01,1.99000000e+00,2.51724378e+00,1.78484161e+00
2.00000000e+00,1.41812898e+00,2.74063641e-01,2.00000000e+00,2.53535143e+00,1.81076420e+00
2.01000000e+00,1.42088039e+00,2.75140715e-01,2.01000000e+00,2.55372394e+00,1.83725120e+00
2.02000000e+00,1.42364263e+00,2.76224195e-01,2.02000000e+00,2.57236713e+00,1.86431886e+00
2.03000000e+00,1.42641577e+00,2.77314130e-01,2.03000000e+00,2.59128697e+00,1.89198403e+00
2.04000000e+00,1.42919987e+00,2.78410574e-01,2.04000000e+00,2.61048961e+00,1.92026414e+00
2.05000000e+00,1.43199501e+00,2.79513578e-01,2.05000000e+00,2.62998138e+00,1.94917726e+00
2.06000000e+00,1.43480124e+00,2.80623195e-01,2.06000000e+00,2.64976880e+00,1.97874210e+00
2.07000000e+00,1.43761864e+00,2.81739478e-01,2.07000000e+00,2.66985858e+00,2.00897807e+00
2.08000000e+00,1.44044726e+00,2.82862480e-01,2.08000000e+00,2.69025764e+00,2.03990529e+00
2.09000000e+00,1.44328718e+00,2.83992257e-01,2.09000000e+00,2.71097308e+00,2.07154461e+00
2.10000000e+00,1.44613847e+00,2.85128863e-01,2.10000000e+00,2.73201226e+00,2.10391768e+00
2.11000000e+00,1.44900120e+00,2.86272353e-01,2.11000000e+00,2.75338273e+00,2.13704692e+00
2.12000000e+00,1.45187542e+00,2.87422783e-01,2.12000000e+00,2.77509228e+00,2.17095564e+00
2.13000000e+00,1.45476123e+00,2.88580210e-01,2.13000000e+00,2.79714896e+00,2.20566801e+00
2.14000000e+00,1.45765867e+00,2.89744691e-01,2.14000000e+00,2.81956106e+00,2.24120912e+00
2.15000000e+00,1.46056784e+00,2.90916284e-01,2.15000000e+00,2.84233711e+00,2.27760504e+00
2.16000000e+00,1.46348879e+00,2.92095047e-01,2.16000000e+00,2.86548593e+00,2.31488282e+00
2.17000000e+00,1.46642160e+00,2.93281039e-01,2.17000000e+00,2.88901664e+00,2.35307059e+00
2.18000000e+00,1.46936634e+00,2.94474319e-01,2.18000000e+00,2.91293862e+00,2.39219757e+00
2.19000000e+00,1.47232309e+00,2.95674947e-01,2.19000000e+00,2.93726156e+00,2.43229414e+00
2.20000000e+00,1.47529192e+00,2.96882985e-01,2.20000000e+00,2.96199548e+00,2.47339187e+00
2.21000000e+00,1.47827290e+00,2.98098493e-01,2.21000000e+00,2.98715071e+00,2.51552360e+00
2.22000000e+00,1.48126612e+00,2.99321534e-01,2.22000000e+00,3.01273795e+00,2.55872350e+00
2.23000000e+00,1.48427164e+00,3.00552169e-01,2.23000000e+00,3.03876822e+00,2.60302712e+00
2.24000000e+00,1.48728955e+00,3.01790464e-01,2.24000000e+00,3.06525293e+00,2.64847143e+00
2.25000000e+00,1.49031991e+00,3.03036480e-01,2.25000000e+00,3.09220388e+00,2.69509496e+00
2.26000000e+00,1.49336281e+00,3.04290284e-01,2.26000000e+00,3.11963326e+00,2.74293781e+00
2.27000000e+00,1.49641833e+00,3.05551940e-01,2.27000000e+00,3.14755368e+00,2.79204175e+00
2.28000000e+00,1.49948655e+00,3.06821514e-01,2.28000000e+00,3.17597818e+00,2.84245030e+00
2.29000000e+00,1.50256754e+00,3.08099073e-01,2.29000000e+00,3.20492027e+00,2.89420881e+00
2.30000000e+00,1.50566139e+00,3.09384685e-01,2.30000000e+00,3.23439391e+00,2.94736455e+00
2.31000000e+00,1.50876817e+00,3.10678417e-01,2.31000000e+00,3.26441358e+00,3.00196684e+00
2.32000000e+00,1.51188797e+00,3.11980339e-01,2.32000000e+00,3.29499425e+00,3.05806709e+00
2.33000000e+00,1.51502088e+00,3.13290519e-01,2.33000000e+00,3.32615144e+00,3.11571894e+00
2.34000000e+00,1.51816697e+00,3.14609028e-01,2.34000000e+00,3.35790123e+00,3.17497839e+00
2.35000000e+00,1.52132633e+00,3.15935938e-01,2.35000000e+00,3.39026027e+00,3.23590387e+00
2.36000000e+00,1.52449904e+00,3.17271319e-01,2.36000000e+00,3.42324583e+00,3.29855641e+00
2.37000000e+00,1.52768519e+00,3.18615245e-01,2.37000000e+00,3.45687583e+00,3.36299976e+00
2.38000000e+00,1.53088487e+00,3.19967789e-01,2.38000000e+00,3.49116883e+00,3.42930053e+00
2.39000000e+00,1.53409816e+00,3.21329025e-01,2.39000000e+00,3.52614412e+00,3.49752831e+00
2.40000000e+00,1.53732515e+00,3.22699028e-01,2.40000000e+00,3.56182167e+00,3.56775588e+00
2.41000000e+00,1.54056593e+00,3.24077874e-01,2.41000000e+00,3.59822227e+00,3.64005933e+00
2.42000000e+00,1.54382059e+00,3.25465639e-01,2.42000000e+00,3.63536745e+00,3.71451827e+00
2.43000000e+00,1.54708921e+00,3.26862401e-01,2.43000000e+00,3.67327961e+00,3.79121599e+00
2.44000000e+00,1.55037189e+00,3.28268238e-01,2.44000000e+00,3.71198201e+00,3.87023967e+00
2.45000000e+00,1.55366873e+00,3.29683229e-01,2.45000000e+00,3.75149881e+00,3.95168060e+00
2.46000000e+00,1.55697980e+00,3.31107454e-01,2.46000000e+00,3.79185516e+00,4.03563438e+00
2.47000000e+00,1.56030521e+00,3.32540994e-01,2.47000000e+00,3.83307717e+00,4.12220116e+00
2.48000000e+00,1.56364505e+00,3.33983931e-01,2.48000000e+00,3.87519203e+00,4.21148591e+00
2.49000000e+00,1.56699941e+00,3.35436347e-01,2.49000000e+00,3.91822801e+00,4.30359867e+00
2.50000000e+00,1.57036840e+00,3.36898326e-01,2.50000000e+00,3.96221456e+00,4.39865480e+00
2.51000000e+00,1.57375210e+00,3.38369953e-01,2.51000000e+00,4.00718232e+00,4.49677534e+00
2.52000000e+00,1.57715061e+00,3.39851312e-01,2.52000000e+00,4.05316319e+00,4.59808730e+00
2.53000000e+00,1.58056403e+00,3.41342490e-01,2.53000000e+00,4.10019043e+00,4.70272395e+00
2.54000000e+00,1.58399247e+00,3.42843575e-01,2.54000000e+00,4.14829868e+00,4.81082527e+00
2.55000000e+00,1.58743602e+00,3.44354654e-01,2.55000000e+00,4.19752406e+00,4.92253822e+00
2.56000000e+00,1.59089477e+00,3.45875818e-01,2.56000000e+00,4.24790424e+00,5.03801723e+00
