sigma_0.001148105625717566_tau,sigma_0.001148105625717566_strain,sigma_0.001148105625717566_strain_rate,sigma_0.2_tau,sigma_0.2_strain,sigma_0.2_strain_rate
0.00000000e+00,1.00035454e+00,1.68540724e-02,0.00000000e+00,1.06801543e+00,3.60435542e+00
5.00000000e-03,1.00043881e+00,1.68540724e-02,5.00000000e-03,1.08603720e+00,3.60435542e+00
1.00000000e-02,1.00052675e+00,1.75867808e-02,1.00000000e-02,1.10554805e+00,3.90216908e+00
1.50000000e-02,1.00061775e+00,1.82002259e-02,1.50000000e-02,1.12653517e+00,4.19742424e+00
2.00000000e-02,1.00071128e+00,1.87062774e-02,2.00000000e-02,1.14899453e+00,4.49187118e+00
2.50000000e-02,1.00080687e+00,1.91187388e-02,2.50000000e-02,1.17293417e+00,4.78792931e+00
3.00000000e-02,1.00090413e+00,1.94517074e-02,3.00000000e-02,1.19837643e+00,5.08845226e+00
3.50000000e-02,1.00100272e+00,1.97185043e-02,3.50000000e-02,1.22535923e+00,5.39655996e+00
4.00000000e-02,1.00110238e+00,1.99310829e-02,4.00000000e-02,1.25393692e+00,5.71553743e+00
4.50000000e-02,1.00120288e+00,2.00997842e-02,4.50000000e-02,1.28418087e+00,6.04879064e+00
5.00000000e-02,1.00130404e+00,2.02333193e-02,5.00000000e-02,1.31618011e+00,6.39984677e+00
5.50000000e-02,1.00140574e+00,2.03388825e-02,5.50000000e-02,1.35004205e+00,6.77238765e+00
6.00000000e-02,1.00150785e+00,2.04223270e-02,6.00000000e-02,1.38589359e+00,7.17030798e+00
6.50000000e-02,1.00161029e+00,2.04883615e-02,6.50000000e-02,1.42388255e+00,7.59779334e+00
7.00000000e-02,1.00171300e+00,2.05407410e-02,7.00000000e-02,1.46417963e+00,8.05941561e+00
7.50000000e-02,1.00181591e+00,2.05824405e-02,7.50000000e-02,1.50698086e+00,8.56024651e+00
8.00000000e-02,1.00191899e+00,2.06158049e-02,8.00000000e-02,1.55251082e+00,9.10599163e+00
8.50000000e-02,1.00202220e+00,2.06426751e-02,8.50000000e-02,1.60102657e+00,9.70314977e+00
9.00000000e-02,1.00212552e+00,2.06644921e-02,9.00000000e-02,1.65282259e+00,1.03592047e+01
9.50000000e-02,1.00222894e+00,2.06823811e-02,9.50000000e-02,1.70823688e+00,1.10828584e+01
1.00000000e-01,1.00233242e+00,2.06972193e-02,1.00000000e-01,1.76765848e+00,1.18843198e+01
1.05000000e-01,1.00243597e+00,2.07096895e-02,1.05000000e-01,1.83153680e+00,1.27756641e+01
1.10000000e-01,1.00253957e+00,2.07203225e-02,1.10000000e-01,1.90039324e+00,1.37712880e+01
1.15000000e-01,1.00264322e+00,2.07295308e-02,1.15000000e-01,1.97483570e+00,1.48884913e+01
1.20000000e-01,1.00274691e+00,2.07376346e-02,1.20000000e-01,2.05557683e+00,1.61482266e+01
1.25000000e-01,1.00285063e+00,2.07448824e-02,1.25000000e-01,2.14345723e+00,1.75760801e+01
1.30000000e-01,1.00295439e+00,2.07514671e-02,1.30000000e-01,2.23947505e+00,1.92035634e+01
1.35000000e-01,1.00305818e+00,2.07575380e-02,1.35000000e-01,2.34482425e+00,2.10698393e+01
1.40000000e-01,1.00316199e+00,2.07632112e-02,1.40000000e-01,2.46094451e+00,2.32240520e+01
1.45000000e-01,1.00326584e+00,2.07685764e-02,1.45000000e-01,2.58958707e+00,2.57285130e+01
1.50000000e-01,1.00336970e+00,2.07737033e-02,1.50000000e-01,2.73290267e+00,2.86631187e+01
1.55000000e-01,1.00347360e+00,2.07786459e-02,1.55000000e-01,2.89356046e+00,3.21315596e+01
1.60000000e-01,1.00357751e+00,2.07834459e-02,1.60000000e-01,3.07491140e+00,3.62701865e+01
1.65000000e-01,1.00368146e+00,2.07881358e-02,1.65000000e-01,3.28121577e+00,4.12608746e+01
1.70000000e-01,1.00378542e+00,2.07927407e-02,1.70000000e-01,3.51796586e+00,4.73500182e+01
1.75000000e-01,1.00388941e+00,2.07972800e-02,1.75000000e-01,3.79235133e+00,5.48770945e+01
1.80000000e-01,1.00399341e+00,2.08017688e-02,1.80000000e-01,4.11394361e+00,6.43184549e+01
1.85000000e-01,1.00409745e+00,2.08062188e-02,1.85000000e-01,4.49572262e+00,7.63558032e+01
1.90000000e-01,1.00420150e+00,2.08106391e-02,1.90000000e-01,4.95564977e+00,9.19854287e+01
1.95000000e-01,1.00430557e+00,2.08150366e-02,1.95000000e-01,5.51912865e+00,1.12695776e+02
2.00000000e-01,1.00440967e+00,2.08194168e-02,2.00000000e-01,6.22293284e+00,1.40760839e+02
2.05000000e-01,1.00451379e+00,2.08237838e-02,2.05000000e-01,7.12158384e+00,1.79730200e+02
2.10000000e-01,1.00461793e+00,2.08281410e-02,2.10000000e-01,8.29782488e+00,2.35248207e+02
2.15000000e-01,1.00472209e+00,2.08324908e-02,2.15000000e-01,9.87983441e+00,3.16401907e+02
2.20000000e-01,1.00482628e+00,2.08368353e-02,2.20000000e-01,1.20690818e+01,4.37849480e+02
2.25000000e-01,1.00493048e+00,2.08411759e-02,2.25000000e-01,1.51837996e+01,6.22943563e+02
2.30000000e-01,1.00503471e+00,2.08455138e-02,2.30000000e-01,1.97232982e+01,9.07899709e+02
2.35000000e-01,1.00513896e+00,2.08498500e-02,2.35000000e-01,2.64587100e+01,1.34708237e+03
2.40000000e-01,1.00524323e+00,2.08541850e-02,2.40000000e-01,3.65608279e+01,2.02042358e+03
2.45000000e-01,1.00534752e+00,2.08585196e-02,2.45000000e-01,5.17893423e+01,3.04570287e+03
2.50000000e-01,1.00545184e+00,2.08628540e-02,2.50000000e-01,7.47847722e+01,4.59908598e+03
2.55000000e-01,1.00555617e+00,2.08671886e-02,2.55000000e-01,1.09518923e+02,6.94683016e+03
2.60000000e-01,1.00566053e+00,2.08715238e-02,2.60000000e-01,1.61979893e+02,1.04921940e+04
2.65000000e-01,1.00576491e+00,2.08758595e-02,2.65000000e-01,2.41205813e+02,1.58451840e+04
2.70000000e-01,1.00586931e+00,2.08801962e-02,2.70000000e-01,3.60843348e+02,2.39275071e+04
2.75000000e-01,1.00597373e+00,2.08845337e-02,2.75000000e-01,5.41499135e+02,3.61311575e+04
2.80000000e-01,1.00607818e+00,2.08888723e-02,2.80000000e-01,8.14289470e+02,5.45580670e+04
2.85000000e-01,1.00618264e+00,2.08932121e-02,2.85000000e-01,1.22619994e+03,8.23820932e+04
2.90000000e-01,1.00628713e+00,2.08975529e-02,2.90000000e-01,1.84817827e+03,1.24395667e+05
2.95000000e-01,1.00639164e+00,2.09018950e-02,2.95000000e-01,2.78735447e+03,1.87835240e+05
3.00000000e-01,1.00649617e+00,2.09062383e-02,3.00000000e-01,4.20549293e+03,2.83627692e+05
3.05000000e-01,1.00660073e+00,2.09105829e-02,3.05000000e-01,6.34685486e+03,4.28272386e+05
3.10000000e-01,1.00670530e+00,2.09149288e-02,3.10000000e-01,9.58027002e+03,6.46683032e+05
3.15000000e-01,1.00680990e+00,2.09192760e-02,3.15000000e-01,1.44626642e+04,9.76478842e+05
3.20000000e-01,1.00691451e+00,2.09236245e-02,3.20000000e-01,2.18349847e+04,1.47446409e+06
3.25000000e-01,1.00701915e+00,2.09279743e-02,3.25000000e-01,3.29670453e+04,2.22641212e+06
3.30000000e-01,1.00712382e+00,2.09323254e-02,3.30000000e-01,4.97762404e+04,3.36183903e+06
3.35000000e-01,1.00722850e+00,2.09366779e-02,3.35000000e-01,7.51577983e+04,5.07631157e+06
3.40000000e-01,1.00733320e+00,2.09410317e-02,3.40000000e-01,1.13483457e+05,7.66513177e+06
3.45000000e-01,1.00743793e+00,2.09453869e-02,3.45000000e-01,1.71354457e+05,1.15741999e+07
3.50000000e-01,1.00754268e+00,2.09497435e-02,3.50000000e-01,2.58738541e+05,1.74768169e+07
3.55000000e-01,1.00764745e+00,2.09541013e-02,3.55000000e-01,3.90686810e+05,2.63896537e+07
3.60000000e-01,1.00775224e+00,2.09584606e-02,3.60000000e-01,5.89926129e+05,3.98478639e+07
3.65000000e-01,1.00785706e+00,2.09628212e-02,3.65000000e-01,8.90773628e+05,6.01694998e+07
3.70000000e-01,1.00796189e+00,2.09671831e-02,3.70000000e-01,1.34504750e+06,9.08547747e+07
3.75000000e-01,1.00806675e+00,2.09715464e-02,3.75000000e-01,2.03099222e+06,1.37188943e+08
3.80000000e-01,1.00817163e+00,2.09759111e-02,3.80000000e-01,3.06675540e+06,2.07152637e+08
3.85000000e-01,1.00827653e+00,2.09802771e-02,3.85000000e-01,4.63073767e+06,3.12796454e+08
3.90000000e-01,1.00838146e+00,2.09846445e-02,3.90000000e-01,6.99232049e+06,4.72316564e+08
3.95000000e-01,1.00848640e+00,2.09890133e-02,3.95000000e-01,1.05582646e+07,7.13188827e+08
4.00000000e-01,1.00859137e+00,2.09933834e-02,4.00000000e-01,1.59427709e+07,1.07690126e+09
4.05000000e-01,1.00869636e+00,2.09977549e-02,4.05000000e-01,2.40732708e+07,1.62609997e+09
4.10000000e-01,1.00880137e+00,2.10021277e-02,4.10000000e-01,3.63501674e+07,2.45537933e+09
4.15000000e-01,1.00890640e+00,2.10065019e-02,4.15000000e-01,5.48880427e+07,3.70757505e+09
4.20000000e-01,1.00901145e+00,2.10108775e-02,4.20000000e-01,8.28798739e+07,5.59836624e+09
4.25000000e-01,1.00911653e+00,2.10152545e-02,4.25000000e-01,1.25146995e+08,8.45342417e+09
4.30000000e-01,1.00922163e+00,2.10196328e-02,4.30000000e-01,1.88969525e+08,1.27645061e+10
4.35000000e-01,1.00932675e+00,2.10240125e-02,4.35000000e-01,2.85340306e+08,1.92741561e+10
4.40000000e-01,1.00943189e+00,2.10283935e-02,4.40000000e-01,4.30858310e+08,2.91036009e+10
4.45000000e-01,1.00953705e+00,2.10327760e-02,4.45000000e-01,6.50587668e+08,4.39458715e+10
4.50000000e-01,1.00964224e+00,2.10371598e-02,4.50000000e-01,9.82374725e+08,6.63574115e+10
4.55000000e-01,1.00974745e+00,2.10415449e-02,4.55000000e-01,1.48336673e+09,1.00198401e+11
4.60000000e-01,1.00985268e+00,2.10459315e-02,4.60000000e-01,2.23985492e+09,1.51297638e+11
4.65000000e-01,1.00995793e+00,2.10503194e-02,4.65000000e-01,3.38213737e+09,2.28456491e+11
4.70000000e-01,1.01006320e+00,2.10547086e-02,4.70000000e-01,5.10696167e+09,3.44964859e+11
4.75000000e-01,1.01016850e+00,2.10590993e-02,4.75000000e-01,7.71141282e+09,5.20890230e+11
4.80000000e-01,1.01027382e+00,2.10634913e-02,4.80000000e-01,1.16440834e+10,7.86534119e+11
4.85000000e-01,1.01037915e+00,2.10678847e-02,4.85000000e-01,1.75823396e+10,1.18765123e+12
4.90000000e-01,1.01048452e+00,2.10722795e-02,4.90000000e-01,2.65489909e+10,1.79333026e+12
4.95000000e-01,1.01058990e+00,2.10766757e-02,4.95000000e-01,4.00884600e+10,2.70789383e+12
5.00000000e-01,1.01069530e+00,2.10810732e-02,5.00000000e-01,6.05327951e+10,4.08886702e+12
5.05000000e-01,1.01080073e+00,2.10854721e-02,5.05000000e-01,9.14033436e+10,6.17410971e+12
5.10000000e-01,1.01090618e+00,2.10898724e-02,5.10000000e-01,1.38017272e+11,9.32278561e+12
5.15000000e-01,1.01101165e+00,2.10942740e-02,5.15000000e-01,2.08403397e+11,1.40772250e+13
5.20000000e-01,1.01111715e+00,2.10986771e-02,5.20000000e-01,3.14685077e+11,2.12563360e+13
5.25000000e-01,1.01122266e+00,2.11030815e-02,5.25000000e-01,4.75168347e+11,3.20966541e+13
5.30000000e-01,1.01132820e+00,2.11074873e-02,5.30000000e-01,7.17494966e+11,4.84653236e+13
5.35000000e-01,1.01143376e+00,2.11118945e-02,5.35000000e-01,1.08340345e+12,7.31816964e+13
5.40000000e-01,1.01153934e+00,2.11163030e-02,5.40000000e-01,1.63591814e+12,1.10502939e+14
5.45000000e-01,1.01164494e+00,2.11207130e-02,5.45000000e-01,2.47020458e+12,1.66857289e+14
5.50000000e-01,1.01175057e+00,2.11251243e-02,5.50000000e-01,3.72996089e+12,2.51951262e+14
5.55000000e-01,1.01185622e+00,2.11295370e-02,5.55000000e-01,5.63216842e+12,3.80441506e+14
5.60000000e-01,1.01196189e+00,2.11339511e-02,5.60000000e-01,8.50446481e+12,5.74459277e+14
5.65000000e-01,1.01206758e+00,2.11383666e-02,5.65000000e-01,1.28415765e+13,8.67422339e+14
5.70000000e-01,1.01217329e+00,2.11427834e-02,5.70000000e-01,1.93905308e+13,1.30979087e+15
5.75000000e-01,1.01227903e+00,2.11472017e-02,5.75000000e-01,2.92793245e+13,1.97775874e+15
5.80000000e-01,1.01238479e+00,2.11516213e-02,5.80000000e-01,4.42112108e+13,2.98637724e+15
5.85000000e-01,1.01249057e+00,2.11560423e-02,5.85000000e-01,6.67580686e+13,4.50937157e+15
5.90000000e-01,1.01259637e+00,2.11604647e-02,5.90000000e-01,1.00803386e+14,6.80906340e+15
5.95000000e-01,1.01270219e+00,2.11648885e-02,5.95000000e-01,1.52211152e+14,1.02815533e+16
6.00000000e-01,1.01280804e+00,2.11693136e-02,6.00000000e-01,2.29835880e+14,1.55249456e+16
6.05000000e-01,1.01291391e+00,2.11737402e-02,6.05000000e-01,3.47047711e+14,2.34423660e+16
6.10000000e-01,1.01301980e+00,2.11781682e-02,6.10000000e-01,5.24035295e+14,3.53975169e+16
6.15000000e-01,1.01312571e+00,2.11825975e-02,6.15000000e-01,7.91283107e+14,5.34495623e+16
6.20000000e-01,1.01323165e+00,2.11870282e-02,6.20000000e-01,1.19482211e+15,8.07077998e+16
6.25000000e-01,1.01333760e+00,2.11914603e-02,6.25000000e-01,1.80415815e+15,1.21867208e+17
6.30000000e-01,1.01344358e+00,2.11958938e-02,6.30000000e-01,2.72424372e+15,1.84017115e+17
6.35000000e-01,1.01354959e+00,2.12003288e-02,6.35000000e-01,4.11355505e+15,2.77862266e+17
6.40000000e-01,1.01365561e+00,2.12047650e-02,6.40000000e-01,6.21138815e+15,4.19566619e+17
6.45000000e-01,1.01376166e+00,2.12092027e-02,6.45000000e-01,9.37907533e+15,6.33537437e+17
6.50000000e-01,1.01386772e+00,2.12136418e-02,6.50000000e-01,1.41622214e+16,9.56629211e+17
6.55000000e-01,1.01397381e+00,2.12180823e-02,6.55000000e-01,2.13846789e+16,1.44449151e+18
6.60000000e-01,1.01407993e+00,2.12225241e-02,6.60000000e-01,3.22904494e+16,2.18115409e+18
6.65000000e-01,1.01418606e+00,2.12269674e-02,6.65000000e-01,4.87579507e+16,3.29350027e+18
6.70000000e-01,1.01429222e+00,2.12314121e-02,6.70000000e-01,7.36235576e+16,4.97312137e+18
6.75000000e-01,1.01439840e+00,2.12358581e-02,6.75000000e-01,1.11170140e+17,7.50931657e+18
6.80000000e-01,1.01450460e+00,2.12403056e-02,6.80000000e-01,1.67864751e+17,1.13389220e+19
6.85000000e-01,1.01461082e+00,2.12447544e-02,6.85000000e-01,2.53472509e+17,1.71215518e+19
6.90000000e-01,1.01471707e+00,2.12492047e-02,6.90000000e-01,3.82738561e+17,2.58532103e+19
6.95000000e-01,1.01482334e+00,2.12536563e-02,6.95000000e-01,5.77927785e+17,3.90378448e+19
7.00000000e-01,1.01492963e+00,2.12581094e-02,7.00000000e-01,8.72659718e+17,5.89463867e+19
7.05000000e-01,1.01503594e+00,2.12625638e-02,7.05000000e-01,1.31769921e+18,8.90078978e+19
7.10000000e-01,1.01514228e+00,2.12670197e-02,7.10000000e-01,1.98970018e+18,1.34400195e+20
7.15000000e-01,1.01524863e+00,2.12714769e-02,7.15000000e-01,3.00440859e+18,2.02941681e+20
7.20000000e-01,1.01535501e+00,2.12759356e-02,7.20000000e-01,4.53659855e+18,3.06437993e+20
7.25000000e-01,1.01546142e+00,2.12803956e-02,7.25000000e-01,6.85017560e+18,4.62715411e+20
7.30000000e-01,1.01556784e+00,2.12848571e-02,7.30000000e-01,1.03436320e+19,6.98691273e+20
7.35000000e-01,1.01567429e+00,2.12893199e-02,7.35000000e-01,1.56186832e+19,1.05501024e+21
7.40000000e-01,1.01578076e+00,2.12937842e-02,7.40000000e-01,2.35839079e+19,1.59304495e+21
7.45000000e-01,1.01588725e+00,2.12982498e-02,7.45000000e-01,3.56112424e+19,2.40546689e+21
7.50000000e-01,1.01599376e+00,2.13027169e-02,7.50000000e-01,5.37722835e+19,3.63220824e+21
7.55000000e-01,1.01610030e+00,2.13071854e-02,7.55000000e-01,8.11951026e+19,5.48456382e+21
7.60000000e-01,1.01620685e+00,2.13116553e-02,7.60000000e-01,1.22603026e+20,8.28158472e+21
7.65000000e-01,1.01631343e+00,2.13161266e-02,7.65000000e-01,1.85128186e+20,1.25050319e+22
7.70000000e-01,1.01642004e+00,2.13205993e-02,7.70000000e-01,2.79539961e+20,1.88823550e+22
7.75000000e-01,1.01652666e+00,2.13250734e-02,7.75000000e-01,4.22099906e+20,2.85119890e+22
7.80000000e-01,1.01663331e+00,2.13295489e-02,7.80000000e-01,6.37362651e+20,4.30525490e+22
7.85000000e-01,1.01673998e+00,2.13340258e-02,7.85000000e-01,9.62405210e+20,6.50085118e+22
7.90000000e-01,1.01684667e+00,2.13385041e-02,7.90000000e-01,1.45321315e+21,9.81615889e+22
7.95000000e-01,1.01695339e+00,2.13429839e-02,7.95000000e-01,2.19432361e+21,1.48222091e+23
8.00000000e-01,1.01706013e+00,2.13474650e-02,8.00000000e-01,3.31338598e+21,2.23812475e+23
8.05000000e-01,1.01716689e+00,2.13519476e-02,8.05000000e-01,5.00314841e+21,3.37952485e+23
8.10000000e-01,1.01727367e+00,2.13564316e-02,8.10000000e-01,7.55465682e+21,5.10301682e+23
8.15000000e-01,1.01738047e+00,2.13609170e-02,8.15000000e-01,1.14073849e+22,7.70545617e+23
8.20000000e-01,1.01748730e+00,2.13654038e-02,8.20000000e-01,1.72249294e+22,1.16350890e+24
8.25000000e-01,1.01759415e+00,2.13698920e-02,8.25000000e-01,2.60093085e+22,1.75687582e+24
8.30000000e-01,1.01770102e+00,2.13743816e-02,8.30000000e-01,3.92735501e+22,2.65284832e+24
8.35000000e-01,1.01780792e+00,2.13788727e-02,8.35000000e-01,5.93022970e+22,4.00574939e+24
8.40000000e-01,1.01791483e+00,2.13833651e-02,8.40000000e-01,8.95453155e+22,6.04860369e+24
8.45000000e-01,1.01802177e+00,2.13878590e-02,8.45000000e-01,1.35211685e+23,9.13327396e+24
8.50000000e-01,1.01812873e+00,2.13923543e-02,8.50000000e-01,2.04167016e+23,1.37910661e+25
8.55000000e-01,1.01823572e+00,2.13968510e-02,8.55000000e-01,3.08288224e+23,2.08242417e+25
8.60000000e-01,1.01834272e+00,2.14013492e-02,8.60000000e-01,4.65509224e+23,3.14442000e+25
8.65000000e-01,1.01844975e+00,2.14058487e-02,8.65000000e-01,7.02909877e+23,4.74801306e+25
8.70000000e-01,1.01855681e+00,2.14103497e-02,8.70000000e-01,1.06138025e+24,7.16940741e+25
8.75000000e-01,1.01866388e+00,2.14148521e-02,8.75000000e-01,1.60266354e+24,1.08256658e+26
8.80000000e-01,1.01877098e+00,2.14193559e-02,8.80000000e-01,2.41999078e+24,1.63465448e+26
8.85000000e-01,1.01887810e+00,2.14238611e-02,8.85000000e-01,3.65413902e+24,2.46829649e+26
8.90000000e-01,1.01898524e+00,2.14283678e-02,8.90000000e-01,5.51767887e+24,3.72707970e+26
8.95000000e-01,1.01909240e+00,2.14328758e-02,8.95000000e-01,8.33158782e+24,5.62781788e+26
9.00000000e-01,1.01919959e+00,2.14373853e-02,9.00000000e-01,1.25805356e+25,8.49789558e+26
9.05000000e-01,1.01930680e+00,2.14418963e-02,9.05000000e-01,1.89963642e+25,1.28316571e+27
9.10000000e-01,1.01941403e+00,2.14464086e-02,9.10000000e-01,2.86841405e+25,1.93755527e+27
9.15000000e-01,1.01952128e+00,2.14509224e-02,9.15000000e-01,4.33124945e+25,2.92567079e+27
9.20000000e-01,1.01962856e+00,2.14554376e-02,9.20000000e-01,6.54010245e+25,4.41770600e+27
9.25000000e-01,1.01973586e+00,2.14599542e-02,9.25000000e-01,9.87542753e+25,6.67065017e+27
9.30000000e-01,1.01984318e+00,2.14644723e-02,9.30000000e-01,1.49117036e+26,1.00725521e+28
9.35000000e-01,1.01995053e+00,2.14689917e-02,9.35000000e-01,2.25163824e+26,1.52093578e+28
9.40000000e-01,1.02005790e+00,2.14735126e-02,9.40000000e-01,3.39992997e+26,2.29658345e+28
9.45000000e-01,1.02016529e+00,2.14780350e-02,9.45000000e-01,5.13382815e+26,3.46779635e+28
9.50000000e-01,1.02027270e+00,2.14825587e-02,9.50000000e-01,7.75198068e+26,5.23630507e+28
9.55000000e-01,1.02038013e+00,2.14870839e-02,9.55000000e-01,1.17053401e+27,7.90671884e+28
9.60000000e-01,1.02048759e+00,2.14916105e-02,9.60000000e-01,1.76748360e+27,1.19389917e+29
9.65000000e-01,1.02059507e+00,2.14961386e-02,9.65000000e-01,2.66886586e+27,1.80276454e+29
9.70000000e-01,1.02070258e+00,2.15006681e-02,9.70000000e-01,4.02993556e+27,2.72213940e+29
9.75000000e-01,1.02081010e+00,2.15051990e-02,9.75000000e-01,6.08512434e+27,4.11037756e+29
9.80000000e-01,1.02091765e+00,2.15097313e-02,9.80000000e-01,9.18841944e+27,6.20659020e+29
9.85000000e-01,1.02102522e+00,2.15142651e-02,9.85000000e-01,1.38743347e+28,9.37183052e+29
9.90000000e-01,1.02113282e+00,2.15188003e-02,9.90000000e-01,2.09499756e+28,1.41512819e+30
9.95000000e-01,1.02124043e+00,2.15233370e-02,9.95000000e-01,3.16340559e+28,2.13681605e+30
1.00000000e+00,1.02134807e+00,2.15278751e-02,1.00000000e+00,4.77668093e+28,3.22655068e+30
1.00500000e+00,1.02145574e+00,2.15324146e-02,1.00500000e+00,7.21269532e+28,4.87202879e+30
1.01000000e+00,1.02156342e+00,2.15369556e-02,1.01000000e+00,1.08910297e+29,7.35666875e+30
1.01500000e+00,1.02167113e+00,2.15414979e-02,1.01500000e+00,1.64452431e+29,1.11084268e+31
1.02000000e+00,1.02177886e+00,2.15460418e-02,1.02000000e+00,2.48319973e+29,1.67735084e+31
1.02500000e+00,1.02188661e+00,2.15505870e-02,1.02500000e+00,3.74958331e+29,2.53276716e+31
1.03000000e+00,1.02199439e+00,2.15551338e-02,1.03000000e+00,5.66179789e+29,3.82442916e+31
1.03500000e+00,1.02210218e+00,2.15596819e-02,1.03500000e+00,8.54920473e+29,5.77481368e+31
1.04000000e+00,1.02221001e+00,2.15642315e-02,1.04000000e+00,1.29091329e+30,8.71985637e+31
1.04500000e+00,1.02231785e+00,2.15687825e-02,1.04500000e+00,1.94925397e+30,1.31668136e+32
1.05000000e+00,1.02242572e+00,2.15733350e-02,1.05000000e+00,2.94333559e+30,1.98816325e+32
1.05500000e+00,1.02253361e+00,2.15778889e-02,1.05500000e+00,4.44437952e+30,3.00208785e+32
1.06000000e+00,1.02264152e+00,2.15824442e-02,1.06000000e+00,6.71092666e+30,4.53309428e+32
1.06500000e+00,1.02274945e+00,2.15870010e-02,1.06500000e+00,1.01333688e+31,6.84488422e+32
1.07000000e+00,1.02285741e+00,2.15915593e-02,1.07000000e+00,1.53011898e+31,1.03356421e+33
1.07500000e+00,1.02296539e+00,2.15961190e-02,1.07500000e+00,2.31044991e+31,1.56066186e+33
1.08000000e+00,1.02307339e+00,2.16006801e-02,1.08000000e+00,3.48873444e+31,2.35656906e+33
1.08500000e+00,1.02318142e+00,2.16052427e-02,1.08500000e+00,5.26792117e+31,3.55837346e+33
1.09000000e+00,1.02328947e+00,2.16098067e-02,1.09000000e+00,7.95445855e+31,5.37307474e+33
1.09500000e+00,1.02339754e+00,2.16143721e-02,1.09500000e+00,1.20110777e+32,8.11323839e+33
1.10000000e+00,1.02350564e+00,2.16189391e-02,1.10000000e+00,1.81364939e+32,1.22508322e+34
1.10500000e+00,1.02361375e+00,2.16235074e-02,1.10500000e+00,2.73857531e+32,1.84985185e+34
1.11000000e+00,1.02372189e+00,2.16280772e-02,1.11000000e+00,4.13519547e+32,2.79324032e+34
1.11500000e+00,1.02383006e+00,2.16326485e-02,1.11500000e+00,6.24406475e+32,4.21773857e+34
1.12000000e+00,1.02393824e+00,2.16372212e-02,1.12000000e+00,9.42841637e+32,6.36870323e+34
1.12500000e+00,1.02404645e+00,2.16417954e-02,1.12500000e+00,1.42367254e+33,9.61661805e+34
1.13000000e+00,1.02415468e+00,2.16463710e-02,1.13000000e+00,2.14971785e+33,1.45209063e+35
1.13500000e+00,1.02426294e+00,2.16509480e-02,1.13500000e+00,3.24603216e+33,2.19262861e+35
1.14000000e+00,1.02437122e+00,2.16555265e-02,1.14000000e+00,4.90144545e+33,3.31082657e+35
1.14500000e+00,1.02447952e+00,2.16601065e-02,1.14500000e+00,7.40108732e+33,4.99928375e+35
1.15000000e+00,1.02458784e+00,2.16646879e-02,1.15000000e+00,1.11754980e+34,7.54882126e+35
1.15500000e+00,1.02469619e+00,2.16692708e-02,1.15500000e+00,1.68747846e+34,1.13985733e+36
1.16000000e+00,1.02480456e+00,2.16738551e-02,1.16000000e+00,2.54805967e+34,1.72116241e+36
1.16500000e+00,1.02491295e+00,2.16784409e-02,1.16500000e+00,3.84752055e+34,2.59892177e+36
1.17000000e+00,1.02502136e+00,2.16830281e-02,1.17000000e+00,5.80968123e+34,3.92432135e+36
1.17500000e+00,1.02512980e+00,2.16876168e-02,1.17500000e+00,8.77250569e+34,5.92564893e+36
1.18000000e+00,1.02523826e+00,2.16922070e-02,1.18000000e+00,1.32463130e+35,8.94761467e+36
1.18500000e+00,1.02534675e+00,2.16967986e-02,1.18500000e+00,2.00016751e+35,1.35107242e+37
1.19000000e+00,1.02545525e+00,2.17013916e-02,1.19000000e+00,3.02021405e+35,2.04009308e+37
1.19500000e+00,1.02556378e+00,2.17059862e-02,1.19500000e+00,4.56046449e+35,3.08050088e+37
1.20000000e+00,1.02567234e+00,2.17105822e-02,1.20000000e+00,6.88621271e+35,4.65149644e+37
1.20500000e+00,1.02578091e+00,2.17151796e-02,1.20500000e+00,1.03980473e+36,7.02366918e+37
1.21000000e+00,1.02588951e+00,2.17197785e-02,1.21000000e+00,1.57008493e+36,1.06056039e+38
1.21500000e+00,1.02599813e+00,2.17243789e-02,1.21500000e+00,2.37079771e+36,1.60142557e+38
1.22000000e+00,1.02610678e+00,2.17289807e-02,1.22000000e+00,3.57985844e+36,2.41812147e+38
1.22500000e+00,1.02621545e+00,2.17335840e-02,1.22500000e+00,5.40551665e+36,3.65131640e+38
1.23000000e+00,1.02632414e+00,2.17381887e-02,1.23000000e+00,8.16222503e+36,5.51341677e+38
1.23500000e+00,1.02643285e+00,2.17427950e-02,1.23500000e+00,1.23248011e+37,8.32515213e+38
1.24000000e+00,1.02654159e+00,2.17474026e-02,1.24000000e+00,1.86102100e+37,1.25708178e+39
1.24500000e+00,1.02665035e+00,2.17520118e-02,1.24500000e+00,2.81010553e+37,1.89816905e+39
1.25000000e+00,1.02675913e+00,2.17566224e-02,1.25000000e+00,4.24320471e+37,2.86619836e+39
1.25500000e+00,1.02686794e+00,2.17612345e-02,1.25500000e+00,6.40715661e+37,4.32790380e+39
1.26000000e+00,1.02697677e+00,2.17658480e-02,1.26000000e+00,9.67468190e+37,6.53505058e+39
1.26500000e+00,1.02708562e+00,2.17704630e-02,1.26500000e+00,1.46085816e+38,9.86779931e+39
1.27000000e+00,1.02719449e+00,2.17750795e-02,1.27000000e+00,2.20586741e+38,1.49001851e+40
1.27500000e+00,1.02730339e+00,2.17796975e-02,1.27500000e+00,3.33081690e+38,2.24989898e+40
1.28000000e+00,1.02741231e+00,2.17843169e-02,1.28000000e+00,5.02946876e+38,3.39730371e+40
