sigma_0.001148105625717566_tau,sigma_0.001148105625717566_strain,sigma_0.001148105625717566_strain_rate,sigma_0.2_tau,sigma_0.2_strain,sigma_0.2_strain_rate
4.94500000e+00,1.11209884e+00,2.31858556e-02,4.94500000e+00,7.71836586e+169,5.21359894e+171
4.95000000e+00,1.11221476e+00,2.31842915e-02,4.95000000e+00,1.16545824e+170,7.87243303e+171
4.95500000e+00,1.11233068e+00,2.31827536e-02,4.95500000e+00,1.75981928e+170,1.18872208e+172
4.96000000e+00,1.11244658e+00,2.31812420e-02,4.96000000e+00,2.65729289e+170,1.79494723e+172
4.96500000e+00,1.11256248e+00,2.31797568e-02,4.96500000e+00,4.01246060e+170,2.71033541e+172
4.97000000e+00,1.11267837e+00,2.31782982e-02,4.97000000e+00,6.05873749e+170,4.09255378e+172
4.97500000e+00,1.11279426e+00,2.31768661e-02,4.97500000e+00,9.14857580e+170,6.17967663e+172
4.98000000e+00,1.11291014e+00,2.31754609e-02,4.98000000e+00,1.38141716e+171,9.33119156e+172
4.98500000e+00,1.11302601e+00,2.31740824e-02,4.98500000e+00,2.08591305e+171,1.40899178e+173
4.99000000e+00,1.11314187e+00,2.31727308e-02,4.99000000e+00,3.14968815e+171,2.12755019e+173
4.99500000e+00,1.11325773e+00,2.31714062e-02,4.99500000e+00,4.75596786e+171,3.21255943e+173
5.00000000e+00,1.11337358e+00,2.31701087e-02,5.00000000e+00,7.18141899e+171,4.85090227e+173
