# tau=beta*t, lambda=exp[(gamma_dot/beta)*tau], sigma_norm=sigma/mu
# tau lambda sigma_over_mu
2.381914568493233020e+00 1.268952119143888391e+00 2.459395134219479750e-01
2.389243536396289169e+00 1.269882470963347609e+00 2.458061650474182569e-01
2.396572504299345319e+00 1.270813504884593881e+00 2.456717141373772062e-01
2.403901472202401468e+00 1.271745221407720505e+00 2.455361777205308793e-01
2.411230440105457618e+00 1.272677621033187600e+00 2.453995726563607260e-01
2.418559408008513767e+00 1.273610704261822102e+00 2.452619156364291841e-01
2.425888375911569472e+00 1.274544471594818207e+00 2.451232231856790011e-01
2.433217343814625622e+00 1.275478923533737596e+00 2.449835116637240351e-01
2.440546311717681771e+00 1.276414060580509879e+00 2.448427972661330054e-01
2.447875279620737921e+00 1.277349883237432371e+00 2.447010960257061662e-01
2.455204247523794070e+00 1.278286392007170535e+00 2.445584238137437916e-01
2.462533215426850219e+00 1.279223587392758654e+00 2.444147963413081104e-01
2.469862183329906369e+00 1.280161469897599824e+00 2.442702291604767484e-01
2.477191151232962518e+00 1.281100040025465958e+00 2.441247376655902301e-01
2.484520119136018668e+00 1.282039298280498674e+00 2.439783370944907104e-01
2.491849087039074373e+00 1.282979245167208626e+00 2.438310425297544604e-01
2.499178054942130522e+00 1.283919881190477286e+00 2.436828688999163328e-01
2.506507022845186672e+00 1.284861206855555604e+00 2.435338309806873158e-01
2.513835990748242821e+00 1.285803222668064905e+00 2.433839433961648147e-01
2.521164958651298971e+00 1.286745929133997546e+00 2.432332206200353841e-01
2.528493926554355120e+00 1.287689326759716701e+00 2.430816769767706331e-01
2.535822894457411270e+00 1.288633416051957026e+00 2.429293266428155240e-01
2.543151862360467419e+00 1.289578197517824210e+00 2.427761836477699275e-01
2.550480830263523568e+00 1.290523671664796090e+00 2.426222618755626836e-01
2.557809798166579718e+00 1.291469839000722653e+00 2.424675750656184459e-01
2.565138766069635423e+00 1.292416700033825805e+00 2.423121368140179477e-01
2.572467733972691573e+00 1.293364255272700492e+00 2.421559605746504418e-01
2.579796701875747722e+00 1.294312505226314469e+00 2.419990596603597000e-01
2.587125669778803871e+00 1.295261450404008752e+00 2.418414472440825191e-01
2.594454637681860021e+00 1.296211091315496944e+00 2.416831363599807325e-01
2.601783605584916170e+00 1.297161428470867683e+00 2.415241399045651716e-01
2.609112573487972320e+00 1.298112462380582421e+00 2.413644706378142157e-01
2.616441541391028469e+00 1.299064193555477642e+00 2.412041411842837935e-01
2.623770509294084619e+00 1.300016622506763975e+00 2.410431640342115822e-01
2.631099477197140324e+00 1.300969749746026860e+00 2.408815515446138811e-01
2.638428445100196473e+00 1.301923575785226994e+00 2.407193159403753779e-01
2.645757413003252623e+00 1.302878101136700550e+00 2.405564693153324496e-01
2.653086380906308772e+00 1.303833326313158736e+00 2.403930236333495507e-01
2.660415348809364922e+00 1.304789251827689123e+00 2.402289907293885252e-01
2.667744316712421071e+00 1.305745878193755427e+00 2.400643823105715891e-01
2.675073284615477220e+00 1.306703205925197953e+00 2.398992099572368475e-01
2.682402252518533370e+00 1.307661235536233368e+00 2.397334851239881215e-01
2.689731220421589519e+00 1.308619967541455154e+00 2.395672191407369478e-01
2.697060188324645225e+00 1.309579402455835151e+00 2.394004232137385280e-01
2.704389156227701374e+00 1.310539540794721569e+00 2.392331084266212105e-01
2.711718124130757523e+00 1.311500383073840981e+00 2.390652857414086174e-01
2.719047092033813673e+00 1.312461929809298322e+00 2.388969659995357486e-01
2.726376059936869822e+00 1.313424181517576228e+00 2.387281599228583961e-01
2.733705027839925972e+00 1.314387138715536585e+00 2.385588781146558146e-01
2.741033995742982121e+00 1.315350801920420087e+00 2.383891310606271186e-01
2.748362963646038271e+00 1.316315171649846461e+00 2.382189291298809630e-01
2.755691931549094420e+00 1.317280248421815347e+00 2.380482825759187571e-01
