# tau=beta*t, lambda=exp[(gamma_dot/beta)*tau], sigma_norm=sigma/mu
# tau lambda sigma_over_mu
6.207755008946157504e-01 1.281857503183697178e+00 9.819513130974504289e-01
6.230661853997618849e-01 1.283032573892877837e+00 9.834683500019109070e-01
6.253568699049081303e-01 1.284208721781985751e+00 9.849753941364264298e-01
6.276475544100542647e-01 1.285385947838464382e+00 9.864724894744264505e-01
6.299382389152003991e-01 1.286564253050663353e+00 9.879596798044042449e-01
6.322289234203466446e-01 1.287743638407837787e+00 9.894370087307104988e-01
6.345196079254927790e-01 1.288924104900149636e+00 9.909045196743452300e-01
6.368102924306390245e-01 1.290105653518669016e+00 9.923622558737474897e-01
6.391009769357851589e-01 1.291288285255373980e+00 9.938102603855779593e-01
6.413916614409314043e-01 1.292472001103152301e+00 9.952485760855025454e-01
6.436823459460775387e-01 1.293656802055801691e+00 9.966772456689684256e-01
6.459730304512236732e-01 1.294842689108030687e+00 9.980963116519786515e-01
6.482637149563699186e-01 1.296029663255460429e+00 9.995058163718647526e-01
6.505543994615160530e-01 1.297217725494623997e+00 1.000905801988051902e+00
6.528450839666622985e-01 1.298406876822968181e+00 1.002296310482823971e+00
6.551357684718084329e-01 1.299597118238854376e+00 1.003677383662084477e+00
6.574264529769546783e-01 1.300788450741559021e+00 1.005049063156114642e+00
6.597171374821008127e-01 1.301980875331274046e+00 1.006411390420322904e+00
6.620078219872470582e-01 1.303174393009109311e+00 1.007764406736002982e+00
6.642985064923931926e-01 1.304369004777091501e+00 1.009108153211073944e+00
6.665891909975393270e-01 1.305564711638166342e+00 1.010442670780828722e+00
6.688798755026855725e-01 1.306761514596198603e+00 1.011768000208671525e+00
6.711705600078317069e-01 1.307959414655973651e+00 1.013084182086858354e+00
6.734612445129779523e-01 1.309158412823197670e+00 1.014391256837227973e+00
6.757519290181240867e-01 1.310358510104498775e+00 1.015689264711934658e+00
6.780426135232703322e-01 1.311559707507428119e+00 1.016978245794175173e+00
6.803332980284164666e-01 1.312762006040460117e+00 1.018258239998913295e+00
6.826239825335627120e-01 1.313965406712993778e+00 1.019529287073599244e+00
6.849146670387088465e-01 1.315169910535353592e+00 1.020791426598890661e+00
6.872053515438549809e-01 1.316375518518789978e+00 1.022044697989364481e+00
6.894960360490012263e-01 1.317582231675480609e+00 1.023289140494230143e+00
6.917867205541473608e-01 1.318790051018530418e+00 1.024524793198036354e+00
6.940774050592936062e-01 1.319998977561974041e+00 1.025751695021378751e+00
6.963680895644397406e-01 1.321209012320774701e+00 1.026969884721600224e+00
6.986587740695859861e-01 1.322420156310826655e+00 1.028179400893489692e+00
7.009494585747321205e-01 1.323632410548955196e+00 1.029380281969978883e+00
7.032401430798783659e-01 1.324845776052917756e+00 1.030572566222835551e+00
7.055308275850245003e-01 1.326060253841404579e+00 1.031756291763351374e+00
7.078215120901706348e-01 1.327275844934039828e+00 1.032931496543030292e+00
7.101121965953168802e-01 1.328492550351382917e+00 1.034098218354273069e+00
7.124028811004630146e-01 1.329710371114927625e+00 1.035256494831053864e+00
7.146935656056092601e-01 1.330929308247105425e+00 1.036406363449603685e+00
