# tau=beta*t, lambda=exp[(gamma_dot/beta)*tau], sigma_norm=sigma/mu
# tau lambda sigma_over_mu
3.665095208233894453e-01 1.116225446161720258e+00 7.117735189294887022e-01
3.695637668302509948e-01 1.117248683006197396e+00 7.157996878467555169e-01
3.726180128371125999e-01 1.118272857845452828e+00 7.198005161642829774e-01
3.756722588439741495e-01 1.119297971539340297e+00 7.237761325076856878e-01
3.787265048508357546e-01 1.120324024948502251e+00 7.277266648579082675e-01
3.817807508576973041e-01 1.121351018934369614e+00 7.316522405545177188e-01
3.848349968645589092e-01 1.122378954359163128e+00 7.355529862989825807e-01
3.878892428714204588e-01 1.123407832085894009e+00 7.394290281579353197e-01
3.909434888782820638e-01 1.124437652978364399e+00 7.432804915664164014e-01
3.939977348851436689e-01 1.125468417901168472e+00 7.471075013311005986e-01
3.970519808920052185e-01 1.126500127719692879e+00 7.509101816335082002e-01
4.001062268988668236e-01 1.127532783300117414e+00 7.546886560331975691e-01
4.031604729057283731e-01 1.128566385509416570e+00 7.584430474709433767e-01
4.062147189125899782e-01 1.129600935215358426e+00 7.621734782718919687e-01
4.092689649194515278e-01 1.130636433286507758e+00 7.658800701487109563e-01
4.123232109263131329e-01 1.131672880592224706e+00 7.695629442047101643e-01
4.153774569331746824e-01 1.132710278002666549e+00 7.732222209369541410e-01
4.184317029400362875e-01 1.133748626388788372e+00 7.768580202393575718e-01
4.214859489468978371e-01 1.134787926622343734e+00 7.804704614057609291e-01
4.245401949537594422e-01 1.135828179575885111e+00 7.840596631329920241e-01
4.275944409606209917e-01 1.136869386122765002e+00 7.876257435239124582e-01
4.306486869674825968e-01 1.137911547137136159e+00 7.911688200904447577e-01
4.337029329743441464e-01 1.138954663493953134e+00 7.946890097565895150e-01
4.367571789812057514e-01 1.139998736068972285e+00 7.981864288614207714e-01
4.398114249880673010e-01 1.141043765738752880e+00 8.016611931620671871e-01
4.428656709949289061e-01 1.142089753380657768e+00 8.051134178366814442e-01
4.459199170017904557e-01 1.143136699872853601e+00 8.085432174873858902e-01
4.489741630086520607e-01 1.144184606094312828e+00 8.119507061432148509e-01
4.520284090155136103e-01 1.145233472924812812e+00 8.153359972630268571e-01
4.550826550223752154e-01 1.146283301244938269e+00 8.186992037384166476e-01
4.581369010292368205e-01 1.147334091936080380e+00 8.220404378965980863e-01
4.611911470360983700e-01 1.148385845880438572e+00 8.253598115032825255e-01
4.642453930429599751e-01 1.149438563961021398e+00 8.286574357655375200e-01
4.672996390498215247e-01 1.150492247061645879e+00 8.319334213346275542e-01
4.703538850566831298e-01 1.151546896066940384e+00 8.351878783088499958e-01
4.734081310635446793e-01 1.152602511862343082e+00 8.384209162363407408e-01
4.764623770704062844e-01 1.153659095334105045e+00 8.416326441178838547e-01
4.795166230772678340e-01 1.154716647369288474e+00 8.448231704096873518e-01
4.825708690841294390e-01 1.155775168855769808e+00 8.479926030261610848e-01
4.856251150909909886e-01 1.156834660682238614e+00 8.511410493426680990e-01
4.886793610978525937e-01 1.157895123738199805e+00 8.542686161982687709e-01
4.917336071047141433e-01 1.158956558913972978e+00 8.573754098984460725e-01
4.947878531115757483e-01 1.160018967100694631e+00 8.604615362178215099e-01
4.978420991184372979e-01 1.161082349190317498e+00 8.635271004028505226e-01
5.008963451252989030e-01 1.162146706075612546e+00 8.665722071745100008e-01
5.039505911321604525e-01 1.163212038650168312e+00 8.695969607309657068e-01
5.070048371390220021e-01 1.164278347808393566e+00 8.726014647502352561e-01
5.100590831458836627e-01 1.165345634445515977e+00 8.755858223928226769e-01
5.131133291527452123e-01 1.166413899457584558e+00 8.785501363043547451e-01
5.161675751596067618e-01 1.167483143741469442e+00 8.814945086181914524e-01
5.192218211664683114e-01 1.168553368194862774e+00 8.844190409580303669e-01
5.222760671733299720e-01 1.169624573716280036e+00 8.873238344404942302e-01
5.253303131801915216e-01 1.170696761205059833e+00 8.902089896777042322e-01
5.283845591870530711e-01 1.171769931561365663e+00 8.930746067798435162e-01
5.314388051939147317e-01 1.172844085686185922e+00 8.959207853577022540e-01
5.344930512007762813e-01 1.173919224481335233e+00 8.987476245252149498e-01
5.375472972076378309e-01 1.174995348849454224e+00 9.015552229019789809e-01
5.406015432144993804e-01 1.176072459694011973e+00 9.043436786157657004e-01
5.436557892213610410e-01 1.177150557919304896e+00 9.071130893050127764e-01
5.467100352282225906e-01 1.178229644430458745e+00 9.098635521213072064e-01
5.497642812350841401e-01 1.179309720133428829e+00 9.125951637318555631e-01
5.528185272419456897e-01 1.180390785935001352e+00 9.153080203219393640e-01
5.558727732488073503e-01 1.181472842742793627e+00 9.180022175973592269e-01
5.589270192556688999e-01 1.182555891465254083e+00 9.206778507868615957e-01
5.619812652625304494e-01 1.183639933011665368e+00 9.233350146445649109e-01
5.650355112693919990e-01 1.184724968292142577e+00 9.259738034523568029e-01
5.680897572762536596e-01 1.185810998217635692e+00 9.285943110222930619e-01
5.711440032831152092e-01 1.186898023699929361e+00 9.311966306989742925e-01
5.741982492899767587e-01 1.187986045651644451e+00 9.337808553619165730e-01
5.772524952968383083e-01 1.189075064986238051e+00 9.363470774279051279e-01
5.803067413036999689e-01 1.190165082618004799e+00 9.388953888533402292e-01
5.833609873105615184e-01 1.191256099462077334e+00 9.414258811365664448e-01
5.864152333174230680e-01 1.192348116434427396e+00 9.439386453201934479e-01
5.894694793242847286e-01 1.193441134451866281e+00 9.464337719934026172e-01
5.925237253311462782e-01 1.194535154432045720e+00 9.489113512942419781e-01
5.955779713380078277e-01 1.195630177293458773e+00 9.513714729119099323e-01
5.986322173448693773e-01 1.196726203955440271e+00 9.538142260890263291e-01
6.016864633517310379e-01 1.197823235338167702e+00 9.562396996238921032e-01
6.047407093585925875e-01 1.198921272362662549e+00 9.586479818727381419e-01
6.077949553654541370e-01 1.200020315950790062e+00 9.610391607519590540e-01
6.108492013723156866e-01 1.201120367025260816e+00 9.634133237403408323e-01
6.139034473791773472e-01 1.202221426509631597e+00 9.657705578812727509e-01
6.169576933860388968e-01 1.203323495328304737e+00 9.681109497849460510e-01
6.200119393929004463e-01 1.204426574406531003e+00 9.704345856305490736e-01
6.230661853997619959e-01 1.205530664670409147e+00 9.727415511684435190e-01
6.261204314066236565e-01 1.206635767046886576e+00 9.750319317223308246e-01
6.291746774134852060e-01 1.207741882463760241e+00 9.773058121914093288e-01
6.322289234203467556e-01 1.208849011849678190e+00 9.795632770525209976e-01
6.352831694272083052e-01 1.209957156134139344e+00 9.818044103622828311e-01
6.383374154340699658e-01 1.211066316247495056e+00 9.840292957592112755e-01
6.413916614409315153e-01 1.212176493120949106e+00 9.862380164658334225e-01
6.444459074477930649e-01 1.213287687686559035e+00 9.884306552907877741e-01
6.475001534546546145e-01 1.214399900877236815e+00 9.906072946309145699e-01
6.505543994615162751e-01 1.215513133626749731e+00 9.927680164733352353e-01
6.536086454683778246e-01 1.216627386869721050e+00 9.949129023975211705e-01
6.566628914752393742e-01 1.217742661541630467e+00 9.970420335773496623e-01
6.597171374821010348e-01 1.218858958578815654e+00 9.991554907831531329e-01
6.627713834889625844e-01 1.219976278918472268e+00 1.001253354383753846e+00
6.658256294958241339e-01 1.221094623498655496e+00 1.003335704348491397e+00
6.688798755026856835e-01 1.222213993258279841e+00 1.005402620249236767e+00
6.719341215095473441e-01 1.223334389137121114e+00 1.007454181262398052e+00
6.749883675164088936e-01 1.224455812075816219e+00 1.009490466170915202e+00
6.780426135232704432e-01 1.225578263015864700e+00 1.011511553366244653e+00
6.810968595301319928e-01 1.226701742899628522e+00 1.013517520850331088e+00
6.841511055369936534e-01 1.227826252670334295e+00 1.015508446237575413e+00
6.872053515438552029e-01 1.228951793272072601e+00 1.017484406756784088e+00
6.902595975507167525e-01 1.230078365649799998e+00 1.019445479253116016e+00
6.933138435575783021e-01 1.231205970749338796e+00 1.021391740190014330e+00
6.963680895644399627e-01 1.232334609517378832e+00 1.023323265651130631e+00
6.994223355713015122e-01 1.233464282901477471e+00 1.025240131342238792e+00
7.024765815781630618e-01 1.234594991850060719e+00 1.027142412593138321e+00
7.055308275850246114e-01 1.235726737312423884e+00 1.029030184359547295e+00
7.085850735918862719e-01 1.236859520238732912e+00 1.030903521224988406e+00
7.116393195987478215e-01 1.237993341580024165e+00 1.032762497402662571e+00
7.146935656056093711e-01 1.239128202288206193e+00 1.034607186737313445e+00
7.177478116124710317e-01 1.240264103316060407e+00 1.036437662707083485e+00
7.208020576193325812e-01 1.241401045617240850e+00 1.038253998425356261e+00
7.238563036261941308e-01 1.242539030146276424e+00 1.040056266642596761e+00
7.269105496330556804e-01 1.243678057858570885e+00 1.041844539748176368e+00
7.299647956399173410e-01 1.244818129710403953e+00 1.043618889772189418e+00
7.330190416467788905e-01 1.245959246658931319e+00 1.045379388387259967e+00
7.360732876536404401e-01 1.247101409662186855e+00 1.047126106910341692e+00
7.391275336605019897e-01 1.248244619679082401e+00 1.048859116304508232e+00
7.421817796673636503e-01 1.249388877669408648e+00 1.050578487180731102e+00
7.452360256742251998e-01 1.250534184593836029e+00 1.052284289799649608e+00
7.482902716810867494e-01 1.251680541413916270e+00 1.053976594073336104e+00
7.513445176879482990e-01 1.252827949092081949e+00 1.055655469567044147e+00
7.543987636948099595e-01 1.253976408591647829e+00 1.057320985500956434e+00
7.574530097016715091e-01 1.255125920876812184e+00 1.058973210751915639e+00
7.605072557085330587e-01 1.256276486912657031e+00 1.060612213855152364e+00
7.635615017153946082e-01 1.257428107665149009e+00 1.062238063006001099e+00
7.666157477222562688e-01 1.258580784101139827e+00 1.063850826061606414e+00
7.696699937291178184e-01 1.259734517188368264e+00 1.065450570542626263e+00
7.727242397359793680e-01 1.260889307895459943e+00 1.067037363634918856e+00
7.757784857428409175e-01 1.262045157191928002e+00 1.068611272191224426e+00
7.788327317497025781e-01 1.263202066048175087e+00 1.070172362732840998e+00
7.818869777565641277e-01 1.264360035435492469e+00 1.071720701451284841e+00
7.849412237634256773e-01 1.265519066326062703e+00 1.073256354209950469e+00
7.879954697702873379e-01 1.266679159692959189e+00 1.074779386545754667e+00
7.910497157771488874e-01 1.267840316510146836e+00 1.076289863670776725e+00
7.941039617840104370e-01 1.269002537752484283e+00 1.077787850473889142e+00
7.971582077908719866e-01 1.270165824395723009e+00 1.079273411522379655e+00
8.002124537977336471e-01 1.271330177416509777e+00 1.080746611063564178e+00
8.032666998045951967e-01 1.272495597792385746e+00 1.082207513026392842e+00
8.063209458114567463e-01 1.273662086501788915e+00 1.083656181023047615e+00
8.093751918183182958e-01 1.274829644524053673e+00 1.085092678350529916e+00
8.124294378251799564e-01 1.275998272839412584e+00 1.086517067992243124e+00
8.154836838320415060e-01 1.277167972428996379e+00 1.087929412619563552e+00
8.185379298389030556e-01 1.278338744274835737e+00 1.089329774593407185e+00
8.215921758457646051e-01 1.279510589359860839e+00 1.090718215965784665e+00
8.246464218526262657e-01 1.280683508667903370e+00 1.092094798481349160e+00
8.277006678594878153e-01 1.281857503183697178e+00 1.093459583578940686e+00
8.307549138663493649e-01 1.283032573892878059e+00 1.094812632393114882e+00
8.338091598732109144e-01 1.284208721781985751e+00 1.096154005755668459e+00
8.368634058800725750e-01 1.285385947838464604e+00 1.097483764197160205e+00
8.399176518869341246e-01 1.286564253050663353e+00 1.098801967948414227e+00
8.429718978937956742e-01 1.287743638407837787e+00 1.100108676942027408e+00
8.460261439006572237e-01 1.288924104900149858e+00 1.101403950813858668e+00
8.490803899075188843e-01 1.290105653518669238e+00 1.102687848904518209e+00
8.521346359143804339e-01 1.291288285255373980e+00 1.103960430260844117e+00
8.551888819212419834e-01 1.292472001103152301e+00 1.105221753637374738e+00
8.582431279281036440e-01 1.293656802055801691e+00 1.106471877497811951e+00
8.612973739349651936e-01 1.294842689108030909e+00 1.107710860016475785e+00
8.643516199418267432e-01 1.296029663255460429e+00 1.108938759079754810e+00
8.674058659486882927e-01 1.297217725494623997e+00 1.110155632287546990e+00
8.704601119555499533e-01 1.298406876822968403e+00 1.111361536954692086e+00
8.735143579624115029e-01 1.299597118238854376e+00 1.112556530112398079e+00
8.765686039692730525e-01 1.300788450741559021e+00 1.113740668509663134e+00
8.796228499761346020e-01 1.301980875331274046e+00 1.114914008614683150e+00
8.826770959829962626e-01 1.303174393009109311e+00 1.116076606616260625e+00
8.857313419898578122e-01 1.304369004777091501e+00 1.117228518425198214e+00
8.887855879967193617e-01 1.305564711638166342e+00 1.118369799675691834e+00
8.918398340035809113e-01 1.306761514596198603e+00 1.119500505726711559e+00
8.948940800104425719e-01 1.307959414655973651e+00 1.120620691663380741e+00
8.979483260173041215e-01 1.309158412823197892e+00 1.121730412298341806e+00
9.010025720241656710e-01 1.310358510104498997e+00 1.122829722173119826e+00
9.040568180310272206e-01 1.311559707507428119e+00 1.123918675559477887e+00
9.071110640378888812e-01 1.312762006040460117e+00 1.124997326460764890e+00
9.101653100447504308e-01 1.313965406712994000e+00 1.126065728613256711e+00
9.132195560516119803e-01 1.315169910535353592e+00 1.127123935487489792e+00
9.162738020584736409e-01 1.316375518518790200e+00 1.128172000289591859e+00
9.193280480653351905e-01 1.317582231675480609e+00 1.129209975962597978e+00
9.223822940721967401e-01 1.318790051018530640e+00 1.130237915187768616e+00
9.254365400790582896e-01 1.319998977561974041e+00 1.131255870385895035e+00
9.284907860859199502e-01 1.321209012320774923e+00 1.132263893718600922e+00
9.315450320927814998e-01 1.322420156310826878e+00 1.133262037089635577e+00
9.345992780996430493e-01 1.323632410548955196e+00 1.134250352146161767e+00
9.376535241065045989e-01 1.324845776052917756e+00 1.135228890280037151e+00
9.407077701133662595e-01 1.326060253841404579e+00 1.136197702629087480e+00
9.437620161202278091e-01 1.327275844934040050e+00 1.137156840078375586e+00
9.468162621270893586e-01 1.328492550351382917e+00 1.138106353261461257e+00
9.498705081339509082e-01 1.329710371114927847e+00 1.139046292561658014e+00
9.529247541408125688e-01 1.330929308247105425e+00 1.139976708113280779e+00
9.559790001476741184e-01 1.332149362771283929e+00 1.140897649802886660e+00
9.590332461545356679e-01 1.333370535711769778e+00 1.141809167270514180e+00
9.620874921613972175e-01 1.334592828093807748e+00 1.142711309910908524e+00
9.651417381682588781e-01 1.335816240943583200e+00 1.143604126874748994e+00
9.681959841751204277e-01 1.337040775288221406e+00 1.144487667069862935e+00
9.712502301819819772e-01 1.338266432155790220e+00 1.145361979162437649e+00
9.743044761888435268e-01 1.339493212575299186e+00 1.146227111578225211e+00
9.773587221957051874e-01 1.340721117576701094e+00 1.147083112503741731e+00
9.804129682025667369e-01 1.341950148190893088e+00 1.147930029887457515e+00
9.834672142094282865e-01 1.343180305449717560e+00 1.148767911440986111e+00
9.865214602162899471e-01 1.344411590385962585e+00 1.149596804640262260e+00
9.895757062231514967e-01 1.345644004033362595e+00 1.150416756726718059e+00
9.926299522300130462e-01 1.346877547426600374e+00 1.151227814708450259e+00
9.956841982368745958e-01 1.348112221601306615e+00 1.152030025361382437e+00
9.987384442437362564e-01 1.349348027594061694e+00 1.152823435230422300e+00
1.001792690250597806e+00 1.350584966442396118e+00 1.153608090630612093e+00
1.004846936257459467e+00 1.351823039184791186e+00 1.154384037648272354e+00
1.007901182264320905e+00 1.353062246860680773e+00 1.155151322142141890e+00
1.010955428271182566e+00 1.354302590510451099e+00 1.155909989744510202e+00
1.014009674278044004e+00 1.355544071175442511e+00 1.156660085862346143e+00
1.017063920284905665e+00 1.356786689897949483e+00 1.157401655678417463e+00
1.020118166291767325e+00 1.358030447721222167e+00 1.158134744152408357e+00
1.023172412298628764e+00 1.359275345689467063e+00 1.158859396022028365e+00
1.026226658305490425e+00 1.360521384847848125e+00 1.159575655804118810e+00
1.029280904312352085e+00 1.361768566242486989e+00 1.160283567795749704e+00
1.032335150319213524e+00 1.363016890920464297e+00 1.160983176075314649e+00
1.035389396326075184e+00 1.364266359929821260e+00 1.161674524503618189e+00
1.038443642332936623e+00 1.365516974319558541e+00 1.162357656724958055e+00
1.041497888339798283e+00 1.366768735139639590e+00 1.163032616168201638e+00
1.044552134346659944e+00 1.368021643440989532e+00 1.163699446047857800e+00
1.047606380353521383e+00 1.369275700275497609e+00 1.164358189365143570e+00
1.050660626360383043e+00 1.370530906696016737e+00 1.165008888909042639e+00
1.053714872367244704e+00 1.371787263756365283e+00 1.165651587257362065e+00
1.056769118374106142e+00 1.373044772511327505e+00 1.166286326777782101e+00
1.059823364380967803e+00 1.374303434016654668e+00 1.166913149628898916e+00
1.062877610387829463e+00 1.375563249329065485e+00 1.167532097761265542e+00
1.065931856394690902e+00 1.376824219506247893e+00 1.168143212918425489e+00
1.068986102401552563e+00 1.378086345606859275e+00 1.168746536637940814e+00
1.072040348408414001e+00 1.379349628690527130e+00 1.169342110252414857e+00
1.075094594415275662e+00 1.380614069817850842e+00 1.169929974890512314e+00
1.078148840422137322e+00 1.381879670050401243e+00 1.170510171477970429e+00
1.081203086428998761e+00 1.383146430450723274e+00 1.171082740738608630e+00
1.084257332435860421e+00 1.384414352082335320e+00 1.171647723195329505e+00
1.087311578442722082e+00 1.385683436009730762e+00 1.172205159171117561e+00
1.090365824449583521e+00 1.386953683298378648e+00 1.172755088790032652e+00
1.093420070456445181e+00 1.388225095014725019e+00 1.173297551978194742e+00
1.096474316463306620e+00 1.389497672226193581e+00 1.173832588464771121e+00
1.099528562470168280e+00 1.390771416001186367e+00 1.174360237782948735e+00
1.102582808477029941e+00 1.392046327409084849e+00 1.174880539270912072e+00
1.105637054483891379e+00 1.393322407520250383e+00 1.175393532072806391e+00
1.108691300490753040e+00 1.394599657406026427e+00 1.175899255139703392e+00
1.111745546497614701e+00 1.395878078138737655e+00 1.176397747230558899e+00
1.114799792504476139e+00 1.397157670791692174e+00 1.176889046913164316e+00
1.117854038511337800e+00 1.398438436439181976e+00 1.177373192565098314e+00
1.120908284518199460e+00 1.399720376156483814e+00 1.177850222374665856e+00
1.123962530525060899e+00 1.401003491019859659e+00 1.178320174341840110e+00
1.127016776531922559e+00 1.402287782106559133e+00 1.178783086279195924e+00
1.130071022538783998e+00 1.403573250494818403e+00 1.179238995812838864e+00
1.133125268545645659e+00 1.404859897263862401e+00 1.179687940383329581e+00
1.136179514552507319e+00 1.406147723493905710e+00 1.180129957246602856e+00
1.139233760559368758e+00 1.407436730266152347e+00 1.180565083474885535e+00
1.142288006566230418e+00 1.408726918662798200e+00 1.180993355957604019e+00
1.145342252573092079e+00 1.410018289767031030e+00 1.181414811402292209e+00
1.148396498579953517e+00 1.411310844663031139e+00 1.181829486335492341e+00
1.151450744586815178e+00 1.412604584435973143e+00 1.182237417103652044e+00
1.154504990593676617e+00 1.413899510172025975e+00 1.182638639874015629e+00
1.157559236600538277e+00 1.415195622958355326e+00 1.183033190635514709e+00
1.160613482607399938e+00 1.416492923883121868e+00 1.183421105199647494e+00
1.163667728614261376e+00 1.417791414035485253e+00 1.183802419201361200e+00
1.166721974621123037e+00 1.419091094505602557e+00 1.184177168099924016e+00
1.169776220627984697e+00 1.420391966384630722e+00 1.184545387179797737e+00
1.172830466634846136e+00 1.421694030764726779e+00 1.184907111551500192e+00
