# tau=beta*t, lambda=exp[(gamma_dot/beta)*tau], sigma_norm=sigma/mu
# tau lambda sigma_over_mu
1.415643024180341658e-01 1.327275844934040050e+00 6.518753737135720705e-01
1.420224393190634149e-01 1.328492550351382917e+00 6.532728259119252590e-01
1.424805762200926362e-01 1.329710371114927847e+00 6.546669602128021292e-01
1.429387131211218853e-01 1.330929308247105425e+00 6.560577868931964929e-01
1.433968500221511067e-01 1.332149362771283929e+00 6.574453162094954228e-01
1.438549869231803557e-01 1.333370535711769778e+00 6.588295583975551928e-01
1.443131238242095771e-01 1.334592828093807748e+00 6.602105236727749960e-01
1.447712607252388262e-01 1.335816240943583200e+00 6.615882222301745497e-01
1.452293976262680475e-01 1.337040775288221406e+00 6.629626642444664819e-01
1.456875345272972966e-01 1.338266432155790220e+00 6.643338598701336029e-01
1.461456714283265457e-01 1.339493212575299186e+00 6.657018192415000701e-01
1.466038083293557670e-01 1.340721117576701094e+00 6.670665524728089935e-01
1.470619452303850161e-01 1.341950148190893088e+00 6.684280696582943770e-01
1.475200821314142374e-01 1.343180305449717560e+00 6.697863808722563927e-01
1.479782190324434865e-01 1.344411590385962585e+00 6.711414961691337666e-01
1.484363559334727078e-01 1.345644004033362595e+00 6.724934255835782748e-01
1.488944928345019569e-01 1.346877547426600374e+00 6.738421791305283515e-01
1.493526297355311783e-01 1.348112221601306615e+00 6.751877668052810311e-01
1.498107666365604274e-01 1.349348027594061694e+00 6.765301985835657783e-01
1.502689035375896764e-01 1.350584966442396118e+00 6.778694844216176518e-01
1.507270404386188978e-01 1.351823039184791186e+00 6.792056342562481364e-01
1.511851773396481469e-01 1.353062246860680773e+00 6.805386580049205270e-01
1.516433142406773682e-01 1.354302590510451099e+00 6.818685655658184297e-01
1.521014511417066173e-01 1.355544071175442511e+00 6.831953668179220340e-01
1.525595880427358386e-01 1.356786689897949483e+00 6.845190716210752813e-01
1.530177249437650877e-01 1.358030447721222167e+00 6.858396898160618038e-01
1.534758618447943090e-01 1.359275345689467063e+00 6.871572312246739811e-01
1.539339987458235581e-01 1.360521384847848125e+00 6.884717056497846599e-01
1.543921356468528072e-01 1.361768566242486989e+00 6.897831228754189858e-01
1.548502725478820286e-01 1.363016890920464297e+00 6.910914926668243474e-01
1.553084094489112776e-01 1.364266359929821260e+00 6.923968247705425405e-01
1.557665463499404990e-01 1.365516974319558541e+00 6.936991289144782691e-01
1.562246832509697481e-01 1.366768735139639590e+00 6.949984148079723090e-01
1.566828201519989694e-01 1.368021643440989532e+00 6.962946921418692314e-01
1.571409570530282185e-01 1.369275700275497609e+00 6.975879705885895676e-01
1.575990939540574398e-01 1.370530906696016737e+00 6.988782598021974213e-01
1.580572308550866889e-01 1.371787263756365283e+00 7.001655694184727441e-01
1.585153677561159380e-01 1.373044772511327505e+00 7.014499090549789484e-01
1.589735046571451593e-01 1.374303434016654668e+00 7.027312883111338504e-01
1.594316415581744084e-01 1.375563249329065485e+00 7.040097167682766166e-01
1.598897784592036297e-01 1.376824219506247893e+00 7.052852039897397063e-01
1.603479153602328788e-01 1.378086345606859275e+00 7.065577595209160400e-01
1.608060522612621002e-01 1.379349628690527130e+00 7.078273928893275002e-01
1.612641891622913493e-01 1.380614069817850842e+00 7.090941136046947646e-01
1.617223260633205706e-01 1.381879670050401243e+00 7.103579311590036971e-01
1.621804629643498197e-01 1.383146430450723274e+00 7.116188550265770685e-01
1.626385998653790688e-01 1.384414352082335320e+00 7.128768946641380611e-01
1.630967367664082901e-01 1.385683436009730540e+00 7.141320595108815450e-01
1.635548736674375392e-01 1.386953683298378648e+00 7.153843589885414689e-01
1.640130105684667605e-01 1.388225095014725019e+00 7.166338025014561408e-01
1.644711474694960096e-01 1.389497672226193803e+00 7.178803994366385055e-01
1.649292843705252309e-01 1.390771416001186367e+00 7.191241591638414254e-01
1.653874212715544800e-01 1.392046327409084849e+00 7.203650910356262926e-01
1.658455581725837291e-01 1.393322407520250605e+00 7.216032043874284208e-01
1.663036950736129505e-01 1.394599657406026427e+00 7.228385085376244357e-01
1.667618319746421995e-01 1.395878078138737655e+00 7.240710127876001101e-01
1.672199688756714209e-01 1.397157670791692174e+00 7.253007264218142014e-01
1.676781057767006700e-01 1.398438436439181976e+00 7.265276587078681736e-01
1.681362426777298913e-01 1.399720376156483592e+00 7.277518188965687029e-01
1.685943795787591404e-01 1.401003491019859659e+00 7.289732162219969558e-01
1.690525164797883617e-01 1.402287782106559133e+00 7.301918599015715383e-01
1.695106533808176108e-01 1.403573250494818403e+00 7.314077591361168862e-01
1.699687902818468599e-01 1.404859897263862623e+00 7.326209231099268804e-01
1.704269271828760812e-01 1.406147723493905710e+00 7.338313609908304613e-01
1.708850640839053303e-01 1.407436730266152347e+00 7.350390819302584644e-01
1.713432009849345516e-01 1.408726918662798200e+00 7.362440950633069026e-01
1.718013378859638007e-01 1.410018289767031030e+00 7.374464095088022475e-01
1.722594747869930221e-01 1.411310844663031139e+00 7.386460343693672659e-01
1.727176116880222712e-01 1.412604584435973143e+00 7.398429787314843020e-01
1.731757485890514925e-01 1.413899510172025975e+00 7.410372516655606701e-01
1.736338854900807416e-01 1.415195622958355326e+00 7.422288622259933799e-01
